,location,genotype,SY
3156,NY,CDBN_235,2731.68
3157,NY,CDBN_218,2932.16
3158,NY,CDBN_343,3267.04
3159,NY,CDBN_061,2782.08
3160,NY,CDBN_052,2851.52
3161,NY,CDBN_064,2962.4
3162,NY,CDBN_262,2552.48
3163,NY,CDBN_083,2651.04
3164,NY,CDBN_143,2990.4
3165,NY,CDBN_253,2395.68
3166,NY,CDBN_237,2545.76
3167,NY,CDBN_058,2339.68
3168,NY,CDBN_217,2493.12
3169,NY,CDBN_167,2457.28
3170,NY,CDBN_261,2642.08
3171,NY,CDBN_243,1937.6
3172,NY,CDBN_295,2192.96
3173,NY,CDBN_066,1872.64
3174,NY,CDBN_269,2023.84
3175,NY,CDBN_055,2301.6
3176,NY,CDBN_195,2553.6
3177,NY,CDBN_305,1982.4
3178,NY,CDBN_174,2574.88
3179,NY,CDBN_214,1826.72
3180,NY,CDBN_141,2262.4
3181,NY,CDBN_142,2344.16
3182,NY,CDBN_255,3880.8
3183,NY,CDBN_270,2703.68
3184,NY,CDBN_197,3580.64
3185,NY,CDBN_210,3485.44
3186,NY,CDBN_085,3917.76
3187,NY,CDBN_228,3969.28
3188,NY,CDBN_184,2120.16
3189,NY,CDBN_254,2432.64
3190,NY,CDBN_215,2652.16
3191,NY,CDBN_168,2200.8
3192,NY,CDBN_163,2381.12
3193,NY,CDBN_096,1739.36
3194,NY,CDBN_056,2811.2
3195,NY,CDBN_272,1769.6
3196,NY,CDBN_198,2038.4
3197,NY,CDBN_200,2736.16
3198,NY,CDBN_189,2720.48
3199,NY,CDBN_206,2228.8
3200,NY,CDBN_211,1457.12
3201,NY,CDBN_216,2536.8
3202,NY,CDBN_091,2883.36555104182
3203,NY,CDBN_244,2744.71629213939
3204,NY,CDBN_035,2645.54070420351
3205,NY,CDBN_178,2919.00131268921
3206,NY,CDBN_139,2483.27806431939
3207,NY,CDBN_353,2763.64834561454
3208,NY,CDBN_320,3657.92
3209,NY,CDBN_252,2933.28
3210,NY,CDBN_304,2787.68
3211,NY,CDBN_204,3032.96
3212,NY,CDBN_212,2830.24
3213,NY,CDBN_213,2349.76
3214,NY,CDBN_225,2471.84
3215,NY,CDBN_092,1976.8
3216,NY,CDBN_181,1811.04
3217,NY,CDBN_183,2196.32
3218,NY,CDBN_019,1912.96
3219,NY,CDBN_020,2143.68
3220,NY,CDBN_302,1816.64
3221,NY,CDBN_078,1743.84
3222,NY,CDBN_165,1955.52
3223,NY,CDBN_158,1708.0
3224,NY,CDBN_094,1660.96
3225,NY,CDBN_082,2082.08
3226,NY,CDBN_223,1442.56
3227,NY,CDBN_245,3306.50162716449
3228,NY,CDBN_324,2681.68632339576
3229,NY,CDBN_224,2515.07012854746
3230,NY,CDBN_087,2645.63270324733
3231,NY,CDBN_275,2236.64
3232,NY,CDBN_170,2040.64
3233,NY,CDBN_121,2848.16
3234,NY,CDBN_026,3702.72
3235,NY,CDBN_196,2420.32
3236,NY,CDBN_208,3102.4
3237,NY,CDBN_234,4531.52
3238,NY,CDBN_316,3482.08
3239,NY,CDBN_084,2164.96
3240,NY,CDBN_011,2210.8353131956
3241,NY,CDBN_016,2043.7321551402
3242,NY,CDBN_089,1980.36914187997
3243,NY,CDBN_123,1911.81412379101
3244,NY,CDBN_263,1766.94367316346
3245,NY,CDBN_126,1941.24228882903
3246,NY,CDBN_127,1839.46725614663
3247,NY,CDBN_028,1826.55565233646
3248,NY,CDBN_129,1868.38363915755
3249,NY,CDBN_079,1538.34554646225
3250,NY,CDBN_010,2889.43312447151
3251,NY,CDBN_012,2111.5627294003
3252,NY,CDBN_015,3208.29650255164
3253,NY,CDBN_277,2830.67949531903
3254,NY,CDBN_116,2805.9127112291
3255,NY,CDBN_298,2348.24714140546
3256,NY,CDBN_299,3063.68261862303
3257,NY,CDBN_249,2724.75325672412
3258,NY,CDBN_250,2034.82786637454
3259,NY,CDBN_251,2396.49331724939
3260,NY,CDBN_017,2774.85739644485
3261,NY,CDBN_021,3727.14084223685
3262,NY,CDBN_125,2850.57007772218
3263,NY,CDBN_027,3019.67391010812
3264,NY,CDBN_164,2744.77547566728
3265,NY,CDBN_044,2916.03950682079
3266,NY,CDBN_046,2396.09442189965
3267,NY,CDBN_285,1962.19983219841
3268,NY,CDBN_219,2474.33255955879
3269,NY,CDBN_311,2309.61145058
3270,NY,CDBN_053,2118.87013668315
3271,NY,CDBN_065,3127.92773021018
3272,NY,CDBN_314,2040.1889830462
3273,NY,CDBN_317,2568.60636093973
3274,NY,CDBN_013,3403.68
3275,NY,CDBN_014,2819.04
3276,NY,CDBN_051,2316.16
3277,NY,CDBN_293,3298.4
3278,NY,CDBN_242,2871.68
3279,NY,CDBN_239,2926.56
3280,NY,CDBN_159,2769.76
3281,NY,CDBN_247,2690.24
3282,NY,CDBN_278,2523.36
3283,NY,CDBN_024,2783.2
3284,NY,CDBN_268,2574.88
3285,NY,CDBN_036,3188.64
3286,NY,CDBN_037,3100.16
3287,NY,CDBN_048,2288.16
3288,NY,CDBN_271,3074.4
3289,NY,CDBN_193,2779.84
3290,NY,CDBN_128,3086.72
3291,NY,CDBN_303,2292.64
3292,NY,CDBN_199,2922.08
3293,NY,CDBN_232,3134.88
3294,NY,CDBN_203,2634.24
3295,NY,CDBN_098,3377.92
3296,NY,CDBN_307,2553.6
3297,NY,CDBN_138,2834.72
3298,NY,CDBN_318,2793.28
3299,NY,CDBN_039,2985.92
3300,NY,CDBN_284,3283.84
3301,NY,CDBN_238,3085.6
3302,NY,CDBN_273,4271.68
3303,NY,CDBN_002,2970.24
3304,NY,CDBN_115,2252.32
3305,NY,CDBN_166,3665.76
3306,NY,CDBN_009,3673.6
3307,NY,CDBN_154,2464.0
3308,NY,CDBN_241,2027.2
3309,NY,CDBN_300,2419.2
3310,NY,CDBN_259,2497.6
3311,NY,CDBN_267,3068.8
3312,NY,CDBN_038,2542.4
3313,NY,CDBN_040,2307.2
3314,NY,CDBN_043,3416.0
3315,NY,CDBN_093,3012.8
3316,NY,CDBN_179,2083.2
3317,NY,CDBN_201,3158.4
3318,NY,CDBN_290,3483.2
3319,NY,CDBN_086,2833.6
3320,NY,CDBN_226,2620.8
3321,NY,CDBN_088,2497.6
3322,NY,CDBN_155,3441.76
3323,NY,CDBN_296,2943.36
3324,NY,CDBN_321,2767.52
3325,NY,CDBN_248,2066.4
3326,NY,CDBN_301,2897.44
3327,NY,CDBN_257,2339.68
3328,NY,CDBN_146,2654.4
3329,NY,CDBN_265,3143.84
3330,NY,CDBN_042,2584.96
3331,NY,CDBN_306,3407.04
3332,NY,CDBN_312,4039.84
3333,NY,CDBN_144,3099.04
3334,NY,CDBN_288,2745.12
3335,NY,CDBN_097,2982.56
3336,NY,CDBN_030,3129.28
3337,NY,CDBN_031,1876.0
3338,NY,CDBN_032,2769.76
3339,NY,CDBN_033,2887.36
3340,NY,CDBN_034,3175.2
3341,NY,CDBN_192,2943.36
3342,NY,CDBN_041,2233.28
3343,NY,CDBN_076,3099.04
3344,NY,CDBN_077,2446.08
3345,NY,CDBN_207,2898.56
3346,NY,CDBN_186,4287.36
3347,NY,CDBN_006,3286.08
3348,NY,CDBN_187,2851.52
3349,NY,CDBN_008,3913.28
3350,NY,CDBN_007,4533.76
3351,NY,CDBN_147,4308.64
3352,NY,CDBN_023,4385.92
3353,NY,CDBN_124,4120.48
3354,NY,CDBN_073,3561.6
3355,NY,CDBN_075,3472.0
3356,NY,CDBN_175,2908.64
3357,NY,CDBN_274,3543.68
3358,NY,CDBN_003,3784.48
3359,NY,CDBN_005,3758.72
3360,NY,CDBN_004,3701.6
3361,NY,CDBN_279,3235.68
3362,NY,CDBN_022,3575.04
3363,NY,CDBN_322,3696.0
3364,NY,CDBN_047,3267.04
3365,NY,CDBN_001,2360.96
3366,NY,CDBN_294,3144.96
3367,NY,CDBN_050,3121.44
3368,NY,CDBN_297,3041.92
3369,NY,CDBN_182,3556.0
3370,NY,CDBN_287,3370.08
3371,NY,CDBN_289,3305.12
3372,NY,CDBN_045,2657.76
3373,NY,CDBN_072,2599.52
3374,NY,CDBN_134,3114.72
3375,NY,CDBN_291,2788.8
3376,NY,CDBN_246,4288.48
3377,NY,CDBN_286,4004.0
3378,NY,CDBN_074,3818.08
3379,NY,CDBN_080,4051.04
3380,NY,CDBN_090,4094.72
3381,NY,CDBN_081,3291.68
3382,NY,CDBN_309,1667.68
3383,NY,CDBN_313,4688.32
3384,NY,CDBN_315,3721.76
3385,NY,CDBN_136,2919.84
3386,NY,CDBN_323,3647.84
3387,NY,CDBN_188,3374.56
3388,NY,CDBN_180,3389.12
3389,NY,CDBN_308,3363.36
3390,NY,CDBN_319,3305.12
3391,PR,CDBN_243,1836.8
3392,PR,CDBN_295,2810.08
3393,PR,CDBN_066,2050.72
3394,PR,CDBN_171,2765.28
3395,PR,CDBN_253,2568.16
3396,PR,CDBN_269,2189.6
3397,PR,CDBN_055,1808.8
3398,PR,CDBN_195,3120.32
3399,PR,CDBN_172,2185.12
3400,PR,CDBN_305,1831.2
3401,PR,CDBN_174,2918.72
3402,PR,CDBN_063,2359.84
3403,PR,CDBN_095,2297.12
3404,PR,CDBN_064,2503.2
3405,PR,CDBN_214,2185.12
3406,PR,CDBN_217,2884.0
3407,PR,CDBN_310,2871.68
3408,PR,CDBN_167,2541.28
3409,PR,CDBN_141,2093.28
3410,PR,CDBN_142,1822.24
3411,PR,CDBN_143,3484.32
3412,PR,CDBN_184,1666.56
3413,PR,CDBN_254,2242.24
3414,PR,CDBN_255,2626.4
3415,PR,CDBN_270,1081.92
3416,PR,CDBN_197,1968.96
3417,PR,CDBN_210,2436.0
3418,PR,CDBN_215,2642.08
3419,PR,CDBN_228,2571.52
3420,AZ,CDBN_092,1934.24
3421,AZ,CDBN_320,2876.16
3422,AZ,CDBN_245,3297.28
3423,AZ,CDBN_171,3137.12
3424,AZ,CDBN_019,3170.72
3425,AZ,CDBN_020,3496.64
3426,AZ,CDBN_252,3007.2
3427,AZ,CDBN_302,4269.44
3428,AZ,CDBN_255,3958.08
3429,AZ,CDBN_304,3500.0
3430,AZ,CDBN_198,2668.96
3431,AZ,CDBN_324,2890.72
3432,AZ,CDBN_204,1921.92
3433,AZ,CDBN_095,3960.32
3434,AZ,CDBN_178,3192.0
3435,AZ,CDBN_310,2914.24
3436,AZ,CDBN_224,3768.8
3437,AZ,CDBN_225,2793.28
3438,AZ,CDBN_087,2676.8
3439,AZ,CDBN_275,2264.64
3440,AZ,CDBN_170,1350.72
3441,AZ,CDBN_121,1996.96
3442,AZ,CDBN_026,2570.4
3443,AZ,CDBN_196,1762.88
3444,AZ,CDBN_208,2264.64
3445,AZ,CDBN_234,2654.4
3446,AZ,CDBN_235,2681.28
3447,AZ,CDBN_218,2176.16
3448,AZ,CDBN_316,2612.96
3449,AZ,CDBN_084,2321.76
3450,AZ,CDBN_011,3435.05555555556
3451,AZ,CDBN_016,3620.14074074074
3452,AZ,CDBN_168,2374.28888888889
3453,AZ,CDBN_052,3808.81111111112
3454,AZ,CDBN_089,2983.32222222223
3455,AZ,CDBN_123,2287.34814814815
3456,AZ,CDBN_263,2951.86222222222
3457,AZ,CDBN_126,2375.63333333333
3458,AZ,CDBN_127,2261.35555555556
3459,AZ,CDBN_028,2429.41111111111
3460,AZ,CDBN_129,2788.37777777778
3461,AZ,CDBN_079,2079.40740740741
3462,AZ,CDBN_010,2729.44
3463,AZ,CDBN_012,3613.12
3464,AZ,CDBN_015,2530.08
3465,AZ,CDBN_277,2296.0
3466,AZ,CDBN_116,1721.44
3467,AZ,CDBN_298,3091.2
3468,AZ,CDBN_299,3954.72
3469,AZ,CDBN_249,2788.8
3470,AZ,CDBN_250,2116.8
3471,AZ,CDBN_251,2833.6
3472,AZ,CDBN_017,3223.36
3473,AZ,CDBN_021,1883.84
3474,AZ,CDBN_125,2285.92
3475,AZ,CDBN_027,2021.6
3476,AZ,CDBN_164,1806.56
3477,AZ,CDBN_035,2812.32
3478,AZ,CDBN_044,2385.6
3479,AZ,CDBN_046,2761.92
3480,AZ,CDBN_285,2039.52
3481,AZ,CDBN_219,3308.48
3482,AZ,CDBN_311,3289.44
3483,AZ,CDBN_053,3648.96
3484,AZ,CDBN_065,3534.72
3485,AZ,CDBN_314,3398.08
3486,AZ,CDBN_317,3412.64
3487,AZ,CDBN_013,3172.96
3488,AZ,CDBN_014,3647.84
3489,AZ,CDBN_051,3118.08
3490,AZ,CDBN_293,3293.92
3491,AZ,CDBN_242,3211.04
3492,AZ,CDBN_239,2767.52
3493,AZ,CDBN_159,3635.52
3494,AZ,CDBN_247,3165.12
3495,AZ,CDBN_278,3013.92
3496,AZ,CDBN_024,3700.48
3497,AZ,CDBN_268,3403.68
3498,AZ,CDBN_036,3442.88
3499,AZ,CDBN_037,3338.72
3500,AZ,CDBN_048,3728.48
3501,AZ,CDBN_271,3885.28
3502,AZ,CDBN_193,3821.44
3503,AZ,CDBN_128,2988.16
3504,AZ,CDBN_303,3444.0
3505,AZ,CDBN_199,3953.6
3506,AZ,CDBN_232,1812.16
3507,AZ,CDBN_203,2067.52
3508,AZ,CDBN_098,3342.08
3509,AZ,CDBN_165,3187.52
3510,AZ,CDBN_307,3708.32
3511,AZ,CDBN_138,3511.2
3512,AZ,CDBN_318,3908.8
3513,AZ,CDBN_300,3474.24
3514,AZ,CDBN_039,2411.36
3515,AZ,CDBN_284,2297.12
3516,AZ,CDBN_238,1660.96
3517,AZ,CDBN_290,3206.56
3518,AZ,CDBN_273,2163.84
3519,AZ,CDBN_274,3081.12
3520,AZ,CDBN_002,2654.4
3521,AZ,CDBN_115,2190.72
3522,AZ,CDBN_259,2023.84
3523,AZ,CDBN_166,2748.48
3524,AZ,CDBN_226,2946.72
3525,AZ,CDBN_009,4734.24
3526,AZ,CDBN_154,3239.04
3527,AZ,CDBN_241,5420.8
3528,AZ,CDBN_267,2945.6
3529,AZ,CDBN_038,4107.04
3530,AZ,CDBN_040,5033.28
3531,AZ,CDBN_043,2635.36
3532,AZ,CDBN_093,2877.28
3533,AZ,CDBN_179,4304.16
3534,AZ,CDBN_201,2621.92
3535,AZ,CDBN_086,2822.4
3536,AZ,CDBN_088,4117.12
3537,AZ,CDBN_155,2514.4
3538,AZ,CDBN_296,2168.32
3539,AZ,CDBN_288,2438.24
3540,AZ,CDBN_146,3292.8
3541,AZ,CDBN_097,1739.36
3542,AZ,CDBN_265,2514.4
3543,AZ,CDBN_030,1563.52
3544,AZ,CDBN_031,1778.56
3545,AZ,CDBN_032,2492.0
3546,AZ,CDBN_033,1529.92
3547,AZ,CDBN_034,2045.12
3548,AZ,CDBN_192,1226.4
3549,AZ,CDBN_041,2206.4
3550,AZ,CDBN_076,2363.2
3551,AZ,CDBN_077,1004.64
3552,AZ,CDBN_306,3041.92
3553,AZ,CDBN_207,1211.84
3554,AZ,CDBN_312,2494.24
3555,AZ,CDBN_186,4045.44
3556,AZ,CDBN_006,3249.12
3557,AZ,CDBN_187,4177.6
3558,AZ,CDBN_008,4243.68
3559,AZ,CDBN_147,4204.48
3560,AZ,CDBN_023,2822.4
3561,AZ,CDBN_124,4333.28
3562,AZ,CDBN_073,3317.44
3563,AZ,CDBN_075,3246.88
3564,AZ,CDBN_175,3390.24
3565,AZ,CDBN_003,1573.6
3566,AZ,CDBN_005,2415.84
3567,AZ,CDBN_004,1781.92
3568,AZ,CDBN_321,1972.32
3569,AZ,CDBN_279,2275.84
3570,AZ,CDBN_022,2203.04
3571,AZ,CDBN_301,1836.8
3572,AZ,CDBN_257,2138.08
3573,AZ,CDBN_322,2227.68
3574,AZ,CDBN_047,1666.56
3575,AZ,CDBN_001,1817.76
3576,AZ,CDBN_294,2945.6
3577,AZ,CDBN_050,2354.24
3578,AZ,CDBN_297,2478.56
3579,AZ,CDBN_182,2907.52
3580,AZ,CDBN_287,1167.04
3581,AZ,CDBN_289,1564.64
3582,AZ,CDBN_045,1537.76
3583,AZ,CDBN_072,2667.84
3584,AZ,CDBN_134,1983.52
3585,AZ,CDBN_246,1820.0
3586,AZ,CDBN_286,2240.0
3587,AZ,CDBN_074,2196.32
3588,AZ,CDBN_080,3059.84
3589,AZ,CDBN_090,2438.24
3590,AZ,CDBN_081,2750.72
3591,AZ,CDBN_309,3450.72
3592,AZ,CDBN_313,2776.48
3593,AZ,CDBN_315,2205.28
3594,AZ,CDBN_323,548.8
3595,AZ,CDBN_280,707.84
3596,AZ,CDBN_281,898.24
3597,AZ,CDBN_112,638.4
3598,AZ,CDBN_133,293.44
3599,AZ,CDBN_153,486.08
3600,AZ,CDBN_220,338.24
3601,AZ,CDBN_099,814.24
3602,AZ,CDBN_229,11.2
3603,AZ,CDBN_145,275.52
3604,AZ,CDBN_103,330.4
3605,AZ,CDBN_104,4.48
3606,AZ,CDBN_106,269.92
3607,AZ,CDBN_107,13.44
3608,AZ,CDBN_177,20.16
3609,AZ,CDBN_108,0.0
3610,AZ,CDBN_109,135.52
3611,AZ,CDBN_110,997.92
3612,AZ,CDBN_111,352.8
3613,AZ,CDBN_156,367.36
3614,AZ,CDBN_282,324.8
3615,AZ,CDBN_194,175.84
3616,AZ,CDBN_130,143.36
3617,AZ,CDBN_113,133.28
3618,AZ,CDBN_132,68.32
3619,AZ,CDBN_162,432.32
3620,AZ,CDBN_221,100.8
3621,AZ,CDBN_049,236.32
3622,AZ,CDBN_292,36.96
3623,AZ,CDBN_117,2492.0
3624,AZ,CDBN_118,2867.2
3625,AZ,CDBN_122,1506.4
3626,AZ,CDBN_258,2459.52
3627,AZ,CDBN_260,2814.56
3628,AZ,CDBN_264,3476.48
3629,AZ,CDBN_266,2819.04
3630,AZ,CDBN_169,3775.52
3631,AZ,CDBN_152,3261.44
3632,AZ,CDBN_230,3189.76
3633,AZ,CDBN_276,2841.44
3634,AZ,CDBN_202,2766.4
3635,AZ,CDBN_131,2900.8
3636,AZ,CDBN_209,2897.44
3637,AZ,CDBN_222,3727.36
3638,AZ,CDBN_148,3139.36
3639,AZ,CDBN_227,3399.2
3640,AZ,CDBN_151,4449.76
3641,AZ,CDBN_176,3790.08
3642,AZ,CDBN_191,2465.12
3643,AZ,CDBN_114,2764.16
3644,AZ,CDBN_233,2523.36
3645,AZ,CDBN_137,2605.12
3646,AZ,CDBN_149,1836.8
3647,AB,CDBN_010,1927.114112
3648,AB,CDBN_011,1872.965248
3649,AB,CDBN_012,2208.650752
3650,AB,CDBN_015,1836.51776
3651,AB,CDBN_016,2029.5968
3652,AB,CDBN_277,1831.402496
3653,AB,CDBN_116,1667.911168
3654,AB,CDBN_298,1913.473408
3655,AB,CDBN_299,1935.757824
3656,AB,CDBN_249,1962.388736
3657,AB,CDBN_250,1540.039424
3658,AB,CDBN_251,855.412096
3659,AB,CDBN_017,2477.15776
3660,AB,CDBN_019,1436.31488
3661,AB,CDBN_021,1009.086848
3662,AB,CDBN_089,1411.03424
3663,AB,CDBN_026,1910.772864
3664,AB,CDBN_263,2504.1632
3665,AB,CDBN_125,1110.840192
3666,AB,CDBN_126,1585.751552
3667,AB,CDBN_127,1505.435008
3668,AB,CDBN_027,1481.228672
3669,AB,CDBN_028,1966.232576
3670,AB,CDBN_164,1258.236672
3671,AB,CDBN_035,2252.923904
3672,AB,CDBN_044,1859.23584
3673,AB,CDBN_046,1662.105984
3674,AB,CDBN_304,1952.286336
3675,AB,CDBN_285,912.448768
3676,AB,CDBN_079,767.575424
3677,AB,CDBN_095,2068.498432
3678,AB,CDBN_219,2008.445824
3679,AB,CDBN_311,2384.4128
3680,AB,CDBN_053,2056.020736
3681,AB,CDBN_065,2129.940736
3682,AB,CDBN_314,2282.334208
3683,AB,CDBN_317,2251.317376
3684,AB,CDBN_013,3345.44
3685,AB,CDBN_014,3840.48
3686,AB,CDBN_051,2635.36
3687,AB,CDBN_293,2084.32
3688,AB,CDBN_242,3402.56
3689,AB,CDBN_239,1104.32
3690,AB,CDBN_159,2041.76
3691,AB,CDBN_247,3603.04
3692,AB,CDBN_278,2002.56
3693,AB,CDBN_024,4020.8
3694,AB,CDBN_268,3333.12
3695,AB,CDBN_036,971.04
3696,AB,CDBN_037,1658.72
3697,AB,CDBN_048,2488.64
3698,AB,CDBN_271,2628.64
3699,AB,CDBN_193,3772.16
3700,AB,CDBN_128,3956.96
3701,AB,CDBN_303,2004.8
3702,AB,CDBN_199,4344.48
3703,AB,CDBN_232,1403.36
3704,AB,CDBN_203,1812.16
3705,AB,CDBN_098,2541.28
3706,AB,CDBN_165,2450.56
3707,AB,CDBN_307,3215.52
3708,AB,CDBN_138,2555.84
3709,AB,CDBN_318,3510.08
3710,AB,CDBN_300,1314.88
3711,AB,CDBN_039,1406.72
3712,AB,CDBN_238,171.36
3713,AB,CDBN_324,1673.28
3714,AB,CDBN_290,1721.44
3715,AB,CDBN_273,669.76
3716,AB,CDBN_274,2076.48
3717,AB,CDBN_002,1200.64
3718,AB,CDBN_115,2439.36
3719,AB,CDBN_168,1634.08
3720,AB,CDBN_275,2905.28
3721,AB,CDBN_171,925.12
3722,AB,CDBN_123,2205.28
3723,AB,CDBN_259,3271.52
3724,AB,CDBN_284,493.92
3725,AB,CDBN_196,3746.4
3726,AB,CDBN_166,2730.56
3727,AB,CDBN_084,2857.12
3728,AB,CDBN_226,2543.52
3729,AB,CDBN_087,1823.36
3730,AB,CDBN_009,2718.24
3731,AB,CDBN_154,2947.84
3732,AB,CDBN_241,4279.52
3733,AB,CDBN_267,1423.52
3734,AB,CDBN_038,2057.44
3735,AB,CDBN_040,4603.2
3736,AB,CDBN_043,2402.4
3737,AB,CDBN_093,2677.92
3738,AB,CDBN_179,4592.0
3739,AB,CDBN_201,922.88
3740,AB,CDBN_086,3433.92
3741,AB,CDBN_088,1219.68
3742,AB,CDBN_155,2223.2
3743,AB,CDBN_296,1646.4
3744,AB,CDBN_321,1973.44
3745,AB,CDBN_248,1575.84
3746,AB,CDBN_301,1739.36
3747,AB,CDBN_257,1709.12
3748,AB,CDBN_146,2092.16
3749,AB,CDBN_265,1821.12
3750,AB,CDBN_042,2112.32
3751,AB,CDBN_306,2438.24
3752,AB,CDBN_312,2358.72
3753,AB,CDBN_316,2105.6
3754,AB,CDBN_144,2291.52
3755,AB,CDBN_170,1136.8
3756,AB,CDBN_288,2597.28
3757,AB,CDBN_097,740.32
3758,AB,CDBN_030,921.76
3759,AB,CDBN_031,1753.92
3760,AB,CDBN_032,3441.76
3761,AB,CDBN_033,928.48
3762,AB,CDBN_034,2021.6
3763,AB,CDBN_192,2515.52
3764,AB,CDBN_041,1414.56
3765,AB,CDBN_076,1618.4
3766,AB,CDBN_077,2233.28
3767,AB,CDBN_207,1991.36
3768,AB,CDBN_186,4572.96
3769,AB,CDBN_006,4117.12
3770,AB,CDBN_187,4548.32
3771,AB,CDBN_008,3745.28
3772,AB,CDBN_007,2113.44
3773,AB,CDBN_147,3095.68
3774,AB,CDBN_023,2607.36
3775,AB,CDBN_124,4260.48
3776,AB,CDBN_073,3280.48
3777,AB,CDBN_075,2987.04
3778,AB,CDBN_175,2574.88
3779,AB,CDBN_003,3020.64
3780,AB,CDBN_005,3168.48
3781,AB,CDBN_294,3613.12
3782,AB,CDBN_050,2692.48
3783,AB,CDBN_297,3577.28
3784,AB,CDBN_246,2672.32
3785,AB,CDBN_182,3314.08
3786,AB,CDBN_286,2828.0
3787,AB,CDBN_287,2828.0
3788,AB,CDBN_322,3289.44
3789,AB,CDBN_289,2973.6
3790,AB,CDBN_045,2502.08
3791,AB,CDBN_047,2526.72
3792,AB,CDBN_072,2908.64
3793,AB,CDBN_074,2915.36
3794,AB,CDBN_080,3190.88
3795,AB,CDBN_090,3076.64
3796,AB,CDBN_134,3169.6
3797,AB,CDBN_081,2117.92
3798,AB,CDBN_309,3746.4
3799,AB,CDBN_313,3226.72
3800,AB,CDBN_315,3391.36
3801,AB,CDBN_136,2668.96
3802,AB,CDBN_323,3296.16
3803,AB,CDBN_188,1368.64
3804,AB,CDBN_180,2740.64
3805,AB,CDBN_153,2176.16
3806,AB,CDBN_308,3329.76
3807,AB,CDBN_319,1714.72
3808,AB,CDBN_025,3160.64
3809,AB,CDBN_280,1813.28
3810,AB,CDBN_049,2552.48
3811,AB,CDBN_100,1339.52
3812,AB,CDBN_120,3379.04
3813,AB,CDBN_276,2541.28
3814,AB,CDBN_281,2001.44
3815,AB,CDBN_133,2677.92
3816,AB,CDBN_112,1644.16
3817,AB,CDBN_220,3072.16
3818,AB,CDBN_099,3878.56
3819,AB,CDBN_101,3526.88
3820,AB,CDBN_102,2516.64
3821,AB,CDBN_110,3501.12
3822,AB,CDBN_111,2774.24
3823,AB,CDBN_282,1753.92
3824,AB,CDBN_283,1330.56
3825,AB,CDBN_057,1518.72
3826,AB,CDBN_221,3021.76
3827,AB,CDBN_229,2475.2
3828,AB,CDBN_145,717.92
3829,AB,CDBN_103,2215.36
3830,AB,CDBN_104,2254.56
3831,AB,CDBN_106,595.84
3832,AB,CDBN_107,2097.76
3833,AB,CDBN_177,2991.52
3834,AB,CDBN_108,2117.92
3835,AB,CDBN_109,1876.0
3836,AB,CDBN_156,2095.52
3837,AB,CDBN_194,661.92
3838,AB,CDBN_130,1256.64
3839,AB,CDBN_113,887.04
3840,AB,CDBN_132,1863.68
3841,AB,CDBN_162,1637.44
3842,AB,CDBN_292,1457.12
3843,AB,CDBN_105,2643.2
3844,AB,CDBN_169,2857.12
3845,AB,CDBN_231,2657.76
3846,AB,CDBN_137,2904.16
3847,AB,CDBN_150,3026.24
3848,AB,CDBN_258,2279.2
3849,AB,CDBN_264,2770.88
3850,AB,CDBN_266,2956.8
3851,AB,CDBN_152,1105.44
3852,AB,CDBN_230,2741.76
3853,AB,CDBN_209,2655.52
3854,AB,CDBN_135,2420.32
3855,AB,CDBN_222,2518.88
3856,AB,CDBN_148,2298.24
3857,AB,CDBN_227,2886.24
3858,AB,CDBN_149,2901.92
3859,AB,CDBN_117,2962.4
3860,AB,CDBN_118,2788.8
3861,AB,CDBN_122,2089.92
3862,AB,CDBN_260,2632.0
3863,AB,CDBN_202,3324.16
3864,AB,CDBN_131,2541.28
3865,AB,CDBN_151,1491.84
3866,AB,CDBN_191,2335.2
3867,AB,CDBN_114,2412.48
3868,AB,CDBN_233,2502.08
3869,MB,CDBN_010,2964.47424
3870,MB,CDBN_011,2798.44768
3871,MB,CDBN_012,3290.5264
3872,MB,CDBN_015,3101.49616
3873,MB,CDBN_016,2781.44496
3874,MB,CDBN_277,2614.41824
3875,MB,CDBN_116,3319.53104
3876,MB,CDBN_298,3132.50112
3877,MB,CDBN_299,3195.5112
3878,MB,CDBN_249,3108.49728
3879,MB,CDBN_250,1829.29264
3880,MB,CDBN_251,3282.52512
3881,MB,CDBN_017,2822.45152
3882,MB,CDBN_019,2193.35088
3883,MB,CDBN_021,2319.37104
3884,MB,CDBN_089,2863.45808
3885,MB,CDBN_026,3271.52336
3886,MB,CDBN_263,3274.52384
3887,MB,CDBN_125,2001.32016
3888,MB,CDBN_126,2428.38848
3889,MB,CDBN_127,2281.36496
3890,MB,CDBN_027,2185.3496
3891,MB,CDBN_028,3203.51248
3892,MB,CDBN_164,2339.37424
3893,MB,CDBN_035,2782.44512
3894,MB,CDBN_044,1965.3144
3895,MB,CDBN_046,2581.41296
3896,MB,CDBN_304,3615.5784
3897,MB,CDBN_285,2118.33888
3898,MB,CDBN_079,1677.26832
3899,MB,CDBN_095,2444.39104
3900,MB,CDBN_219,2419.38704
3901,MB,CDBN_311,2733.43728
3902,MB,CDBN_053,3257.52112
3903,MB,CDBN_065,3658.58528
3904,MB,CDBN_314,2618.41888
3905,MB,CDBN_317,2926.46816
3906,MB,CDBN_013,2176.16
3907,MB,CDBN_014,2141.44
3908,MB,CDBN_051,1215.2
