,location,genotype,SW
288,ID,CDBN_200,310.0
289,ID,CDBN_189,380.0
290,ID,CDBN_206,380.0
291,ID,CDBN_211,390.0
292,ID,CDBN_215,310.0
293,ID,CDBN_216,390.0
294,ID,CDBN_091,430.0
295,ID,CDBN_244,190.0
296,ID,CDBN_035,343.333
297,ID,CDBN_178,210.0
298,ID,CDBN_139,330.0
299,ID,CDBN_353,340.0
300,ID,CDBN_320,210.0
301,ID,CDBN_252,200.0
302,ID,CDBN_304,330.0
303,ID,CDBN_204,180.0
304,ID,CDBN_212,180.0
305,ID,CDBN_213,370.0
306,ID,CDBN_225,390.0
307,ID,CDBN_092,440.0
308,ID,CDBN_181,210.0
309,ID,CDBN_183,190.0
310,ID,CDBN_019,340.0
311,ID,CDBN_020,440.0
312,ID,CDBN_302,300.0
313,ID,CDBN_078,400.0
314,ID,CDBN_165,330.0
315,ID,CDBN_158,460.0
316,ID,CDBN_094,420.0
317,ID,CDBN_082,270.0
318,ID,CDBN_223,320.0
319,ID,CDBN_245,460.0
320,ID,CDBN_324,370.0
321,ID,CDBN_224,390.0
322,ID,CDBN_087,560.0
323,ID,CDBN_275,410.0
324,ID,CDBN_170,450.0
325,ID,CDBN_121,260.0
326,ID,CDBN_026,180.0
327,ID,CDBN_196,400.0
328,ID,CDBN_208,340.0
329,ID,CDBN_234,140.0
330,ID,CDBN_316,180.0
331,ID,CDBN_084,430.0
332,ID,CDBN_010,395.0
333,ID,CDBN_011,405.0
334,ID,CDBN_012,420.0
335,ID,CDBN_015,385.0
336,ID,CDBN_016,375.0
337,ID,CDBN_277,210.0
338,ID,CDBN_116,190.0
339,ID,CDBN_298,370.0
340,ID,CDBN_299,400.0
341,ID,CDBN_249,410.0
342,ID,CDBN_250,430.0
343,ID,CDBN_251,295.0
344,ID,CDBN_017,385.0
345,ID,CDBN_021,370.0
346,ID,CDBN_089,350.0
347,ID,CDBN_263,345.0
348,ID,CDBN_125,520.0
349,ID,CDBN_126,465.0
350,ID,CDBN_127,540.0
351,ID,CDBN_027,455.0
352,ID,CDBN_028,200.0
353,ID,CDBN_164,640.0
354,ID,CDBN_044,190.0
355,ID,CDBN_046,390.0
356,ID,CDBN_285,470.0
357,ID,CDBN_079,515.0
358,ID,CDBN_219,340.0
359,ID,CDBN_311,365.0
360,ID,CDBN_053,440.0
361,ID,CDBN_065,365.0
362,ID,CDBN_314,305.0
363,ID,CDBN_317,335.0
364,ID,CDBN_013,370.0
365,ID,CDBN_014,380.0
366,ID,CDBN_051,430.0
367,ID,CDBN_293,190.0
368,ID,CDBN_242,380.0
369,ID,CDBN_239,150.0
370,ID,CDBN_159,420.0
371,ID,CDBN_247,380.0
372,ID,CDBN_278,460.0
373,ID,CDBN_024,360.0
374,ID,CDBN_268,210.0
375,ID,CDBN_036,170.0
376,ID,CDBN_037,170.0
377,ID,CDBN_048,350.0
378,ID,CDBN_271,170.0
379,ID,CDBN_193,360.0
380,ID,CDBN_128,310.0
381,ID,CDBN_303,170.0
382,ID,CDBN_199,340.0
383,ID,CDBN_232,160.0
384,ID,CDBN_203,170.0
385,ID,CDBN_098,190.0
386,ID,CDBN_307,210.0
387,ID,CDBN_138,220.0
388,ID,CDBN_318,330.0
389,ID,CDBN_300,370.0
390,ID,CDBN_039,210.0
391,ID,CDBN_284,500.0
392,ID,CDBN_238,180.0
393,ID,CDBN_290,370.0
394,ID,CDBN_273,190.0
395,ID,CDBN_274,270.0
396,ID,CDBN_002,391.028370203138
397,ID,CDBN_115,205.152831042804
398,ID,CDBN_123,452.687534366906
399,ID,CDBN_259,341.818319092419
400,ID,CDBN_166,364.331654165172
401,ID,CDBN_226,371.492964320753
402,ID,CDBN_009,195.093724488447
403,ID,CDBN_154,553.837496258412
404,ID,CDBN_241,416.522414541451
405,ID,CDBN_267,231.189046603282
406,ID,CDBN_038,197.643969253002
407,ID,CDBN_040,403.193697276124
408,ID,CDBN_043,184.387361559203
409,ID,CDBN_093,543.876390210599
410,ID,CDBN_179,381.17051213079
411,ID,CDBN_201,216.305631585904
412,ID,CDBN_086,382.133874840472
413,ID,CDBN_088,524.384866399584
414,ID,CDBN_155,316.976177103871
415,ID,CDBN_296,374.870173087306
416,ID,CDBN_321,194.42473614901
417,ID,CDBN_248,213.355084400583
418,ID,CDBN_301,199.206372171998
419,ID,CDBN_257,202.677796888132
420,ID,CDBN_146,191.308692296769
421,ID,CDBN_265,395.115774769721
422,ID,CDBN_042,172.206875260304
423,ID,CDBN_306,364.624525269807
424,ID,CDBN_312,303.60971180431
425,ID,CDBN_144,392.381409546401
426,ID,CDBN_288,227.593030323954
427,ID,CDBN_097,191.147454460868
428,ID,CDBN_030,200.350225015742
429,ID,CDBN_031,554.514559212274
430,ID,CDBN_032,416.140283885908
431,ID,CDBN_033,189.075827192847
432,ID,CDBN_034,211.662580231283
433,ID,CDBN_192,210.483948694032
434,ID,CDBN_041,536.796342527384
435,ID,CDBN_076,164.107420201027
436,ID,CDBN_077,213.355084400583
437,ID,CDBN_207,166.946230929569
438,ID,CDBN_186,399.993747297742
439,ID,CDBN_006,354.646528096669
440,ID,CDBN_187,348.649430772974
441,ID,CDBN_008,348.9176226428
442,ID,CDBN_007,392.381409546401
443,ID,CDBN_147,174.324715386487
444,ID,CDBN_023,201.686487076763
445,ID,CDBN_124,192.854128161411
446,ID,CDBN_073,205.245660378118
447,ID,CDBN_075,219.338931061721
448,ID,CDBN_175,227.478891391996
449,ID,CDBN_003,308.14735695356
450,ID,CDBN_005,369.07478391834
451,ID,CDBN_004,319.882164623159
452,ID,CDBN_279,488.259321243961
453,ID,CDBN_022,453.139769665974
454,ID,CDBN_322,191.794042044668
455,ID,CDBN_047,191.956373015506
456,ID,CDBN_001,170.780462889925
457,ID,CDBN_294,390.019698568908
458,ID,CDBN_050,153.034045018772
459,ID,CDBN_297,316.313047026248
460,ID,CDBN_182,314.776481218348
461,ID,CDBN_287,216.92630771671
462,ID,CDBN_289,165.665781386282
463,ID,CDBN_045,178.15903748454
464,ID,CDBN_072,187.435086543653
465,ID,CDBN_134,177.392612215737
466,ID,CDBN_291,556.555717098944
467,ID,CDBN_246,216.305631585904
468,ID,CDBN_286,493.572262715604
469,ID,CDBN_074,197.47188046828
470,ID,CDBN_080,172.010963001759
471,ID,CDBN_090,503.992121595155
472,ID,CDBN_081,245.849815412271
473,ID,CDBN_309,392.042272632359
474,ID,CDBN_313,374.870173087306
475,ID,CDBN_315,180.642337489303
476,ID,CDBN_136,173.259323695813
477,ID,CDBN_323,293.777791085259
478,ID,CDBN_188,517.209702891265
479,ID,CDBN_180,170.267608647012
480,ID,CDBN_153,481.010508415313
481,ID,CDBN_308,302.395272957093
482,ID,CDBN_319,329.646009764273
483,ID,CDBN_025,336.493256257893
484,ID,CDBN_280,436.98738866632
485,ID,CDBN_049,349.724679595713
486,ID,CDBN_100,160.848549445262
487,ID,CDBN_120,363.164859436061
488,ID,CDBN_276,285.637852289446
489,ID,CDBN_281,449.54698655663
490,ID,CDBN_157,390.355343748399
491,ID,CDBN_133,285.458092785173
492,ID,CDBN_112,507.942787721881
493,ID,CDBN_220,387.355174582101
494,ID,CDBN_099,290.764685535667
495,ID,CDBN_101,323.994935311171
496,ID,CDBN_102,167.377457356325
497,ID,CDBN_110,308.566605058258
498,ID,CDBN_111,185.898733375262
499,ID,CDBN_282,458.174655995596
500,ID,CDBN_283,458.174655995596
501,ID,CDBN_057,493.035771125695
502,ID,CDBN_221,359.994372567968
503,ID,CDBN_229,317.197838766182
504,ID,CDBN_145,164.345257041898
505,ID,CDBN_103,176.495295500249
506,ID,CDBN_104,182.900366707919
507,ID,CDBN_106,145.849810107923
508,ID,CDBN_107,183.640854022526
509,ID,CDBN_177,333.524198114441
510,ID,CDBN_108,312.82269616251
511,ID,CDBN_109,206.178595198018
512,ID,CDBN_156,539.991558851952
513,ID,CDBN_194,156.411348081255
514,ID,CDBN_130,139.56704905712
515,ID,CDBN_113,173.127064670092
516,ID,CDBN_132,170.523650163774
517,ID,CDBN_162,444.698930819255
518,ID,CDBN_292,503.992121595155
519,ID,CDBN_105,358.288238100821
520,ID,CDBN_169,190.825792778982
521,ID,CDBN_231,362.5842601404
522,ID,CDBN_137,355.759144655404
523,ID,CDBN_150,412.357190396036
524,ID,CDBN_258,431.992733333093
525,ID,CDBN_264,346.25371755706
526,ID,CDBN_266,302.394913333165
527,ID,CDBN_152,533.638082352645
528,ID,CDBN_230,341.046894736653
529,ID,CDBN_209,182.165610441666
530,ID,CDBN_135,365.800298386894
531,ID,CDBN_222,371.797024589957
532,ID,CDBN_148,331.089321167699
533,ID,CDBN_227,365.800298386894
534,ID,CDBN_149,359.993944444245
535,ID,CDBN_117,404.631909009588
536,ID,CDBN_118,398.937880386762
537,ID,CDBN_122,181.074798403093
538,ID,CDBN_260,383.101663851139
539,ID,CDBN_131,203.953403776865
540,ID,CDBN_151,160.67742472538
541,ID,CDBN_176,333.523801470403
542,ID,CDBN_191,269.995458333183
543,ID,CDBN_114,294.540499999836
544,ID,CDBN_233,331.089321167699
545,MI,CDBN_171,709.0
546,MI,CDBN_172,211.0
547,MI,CDBN_063,447.0
548,MI,CDBN_161,615.0
549,MI,CDBN_071,702.0
550,MI,CDBN_060,628.0
551,MI,CDBN_061,648.0
552,MI,CDBN_054,388.0
553,MI,CDBN_351,191.0
554,MI,CDBN_345,386.0
555,MI,CDBN_332,431.0
556,MI,CDBN_067,440.0
557,MI,CDBN_062,212.0
558,MI,CDBN_068,353.0
559,MI,CDBN_095,399.0
560,MI,CDBN_342,352.0
561,MI,CDBN_069,318.0
562,MI,CDBN_059,327.0
563,MI,CDBN_310,196.0
564,MI,CDBN_349,224.0
565,MI,CDBN_185,418.0
566,MI,CDBN_173,356.0
567,MI,CDBN_070,354.0
568,MI,CDBN_236,390.0
569,MI,CDBN_235,382.0
570,MI,CDBN_218,356.0
571,MI,CDBN_343,396.0
572,MI,CDBN_052,530.0
573,MI,CDBN_064,205.0
574,MI,CDBN_262,371.0
575,MI,CDBN_083,371.0
576,MI,CDBN_143,394.0
577,MI,CDBN_167,512.0
578,MI,CDBN_253,345.0
579,MI,CDBN_237,372.0
580,MI,CDBN_058,296.0
581,MI,CDBN_217,387.0
582,MI,CDBN_261,374.0
583,MI,CDBN_066,506.0
584,MI,CDBN_243,403.0
585,MI,CDBN_295,224.0
586,MI,CDBN_269,354.0
587,MI,CDBN_055,434.0
588,MI,CDBN_195,470.0
589,MI,CDBN_305,415.0
590,MI,CDBN_174,416.0
591,MI,CDBN_214,372.0
592,MI,CDBN_141,482.0
593,MI,CDBN_142,403.0
594,MI,CDBN_255,202.0
595,MI,CDBN_270,385.0
596,MI,CDBN_197,188.0
597,MI,CDBN_210,390.0
598,MI,CDBN_085,348.0
599,MI,CDBN_228,191.0
600,MI,CDBN_184,405.0
601,MI,CDBN_254,379.0
602,MI,CDBN_215,196.0
603,MI,CDBN_168,698.0
604,MI,CDBN_163,609.0
605,MI,CDBN_189,681.0
606,MI,CDBN_096,472.0
607,MI,CDBN_056,230.0
608,MI,CDBN_272,356.0
609,MI,CDBN_198,394.0
610,MI,CDBN_200,201.0
611,MI,CDBN_206,406.0
612,MI,CDBN_211,456.0
613,MI,CDBN_216,358.0
614,MI,CDBN_091,523.0
615,MI,CDBN_244,187.0
616,MI,CDBN_035,368.0
617,MI,CDBN_178,199.0
618,MI,CDBN_139,344.0
619,MI,CDBN_353,322.0
620,MI,CDBN_320,205.0
621,MI,CDBN_252,200.0
622,MI,CDBN_304,320.0
623,MI,CDBN_204,192.0
624,MI,CDBN_212,177.0
625,MI,CDBN_213,335.0
626,MI,CDBN_225,366.0
627,MI,CDBN_092,548.0
628,MI,CDBN_020,478.0
629,MI,CDBN_078,486.0
630,MI,CDBN_165,451.0
631,MI,CDBN_158,552.0
632,MI,CDBN_094,490.0
633,MI,CDBN_181,209.0
634,MI,CDBN_183,215.0
635,MI,CDBN_019,382.0
636,MI,CDBN_302,323.0
637,MI,CDBN_082,388.0
638,MI,CDBN_223,382.0
639,MI,CDBN_245,395.0
640,MI,CDBN_324,325.0
641,MI,CDBN_224,375.0
642,MI,CDBN_170,480.0
643,MI,CDBN_275,360.0
644,MI,CDBN_121,240.0
645,MI,CDBN_026,180.0
646,MI,CDBN_196,380.0
647,MI,CDBN_208,310.0
648,MI,CDBN_234,160.0
649,MI,CDBN_316,180.0
650,MI,CDBN_084,390.0
651,MI,CDBN_123,624.0
652,MI,CDBN_126,524.0
653,MI,CDBN_127,593.0
654,MI,CDBN_079,583.0
655,MI,CDBN_011,385.0
656,MI,CDBN_016,394.0
657,MI,CDBN_089,373.0
658,MI,CDBN_263,347.0
659,MI,CDBN_028,230.0
660,MI,CDBN_129,222.0
661,MI,CDBN_051,560.0
662,MI,CDBN_159,500.0
663,MI,CDBN_278,500.0
664,MI,CDBN_010,370.0
665,MI,CDBN_013,440.0
666,MI,CDBN_014,450.0
667,MI,CDBN_293,230.0
668,MI,CDBN_277,230.0
669,MI,CDBN_242,440.0
670,MI,CDBN_116,220.0
671,MI,CDBN_239,180.0
672,MI,CDBN_299,420.0
673,MI,CDBN_247,390.0
674,MI,CDBN_249,420.0
675,MI,CDBN_024,430.0
676,MI,CDBN_268,260.0
677,MI,CDBN_036,210.0
678,MI,CDBN_037,220.0
679,MI,CDBN_048,440.0
680,MI,CDBN_271,220.0
681,MI,CDBN_193,440.0
682,MI,CDBN_128,320.0
683,MI,CDBN_303,210.0
684,MI,CDBN_199,410.0
685,MI,CDBN_232,220.0
686,MI,CDBN_203,220.0
687,MI,CDBN_098,230.0
688,MI,CDBN_307,230.0
689,MI,CDBN_138,250.0
690,MI,CDBN_318,350.0
691,MI,CDBN_284,650.0
692,MI,CDBN_285,680.0
693,MI,CDBN_087,770.0
694,MI,CDBN_300,430.0
695,MI,CDBN_039,210.0
696,MI,CDBN_238,230.0
697,MI,CDBN_290,390.0
698,MI,CDBN_053,450.0
699,MI,CDBN_065,420.0
700,MI,CDBN_317,390.0
701,MI,CDBN_273,240.0
702,MI,CDBN_274,300.0
703,MI,CDBN_002,531.761910241078
704,MI,CDBN_115,271.775260296968
705,MI,CDBN_259,426.710168801166
706,MI,CDBN_166,500.654425425651
707,MI,CDBN_226,396.497298457727
708,MI,CDBN_009,202.85908293186
709,MI,CDBN_154,639.764329246318
710,MI,CDBN_241,450.439830621291
711,MI,CDBN_267,250.742349052316
712,MI,CDBN_038,226.79645471782
713,MI,CDBN_040,395.805331095672
714,MI,CDBN_043,240.760567640998
715,MI,CDBN_093,750.981638138476
716,MI,CDBN_179,429.538739995871
717,MI,CDBN_201,223.775485661391
718,MI,CDBN_086,378.625133084841
719,MI,CDBN_155,383.75034639225
720,MI,CDBN_296,420.772643261261
721,MI,CDBN_321,204.782351889679
722,MI,CDBN_248,222.786301294519
723,MI,CDBN_301,222.786301294519
724,MI,CDBN_257,186.817508004794
725,MI,CDBN_146,208.836514473131
726,MI,CDBN_265,420.772643261261
727,MI,CDBN_042,201.776205264964
728,MI,CDBN_306,388.682870124798
729,MI,CDBN_312,360.566700664261
730,MI,CDBN_314,351.622410415225
731,MI,CDBN_144,467.621556119216
732,MI,CDBN_031,491.433271327887
733,MI,CDBN_041,486.687671068283
734,MI,CDBN_288,246.786131357802
735,MI,CDBN_097,222.786301294519
736,MI,CDBN_030,217.759438039193
737,MI,CDBN_032,481.521135281995
738,MI,CDBN_033,217.759438039193
739,MI,CDBN_034,257.723243997523
740,MI,CDBN_192,220.833938381519
741,MI,CDBN_076,229.78364206466
742,MI,CDBN_077,263.716807811418
743,MI,CDBN_207,203.861981768827
744,MI,CDBN_007,552.488318435615
745,MI,CDBN_186,404.632390219126
746,MI,CDBN_006,334.754914712649
747,MI,CDBN_187,349.724679595713
748,MI,CDBN_008,367.579343140713
749,MI,CDBN_147,185.822576581581
750,MI,CDBN_023,212.8544858919
751,MI,CDBN_124,216.822614452983
752,MI,CDBN_073,210.777374273067
753,MI,CDBN_075,204.782351889679
754,MI,CDBN_175,243.736114688683
755,MI,CDBN_279,526.821033026295
756,MI,CDBN_022,524.384866399584
757,MI,CDBN_003,346.783569904923
758,MI,CDBN_005,423.522791256433
759,MI,CDBN_004,364.624525269807
760,MI,CDBN_322,178.861557348438
761,MI,CDBN_047,211.761395628216
762,MI,CDBN_311,408.642260752829
763,MI,CDBN_291,453.59290943564
764,MI,CDBN_001,178.861557348438
765,MI,CDBN_294,338.754973439611
766,MI,CDBN_050,141.880797446243
767,MI,CDBN_297,269.83516325737
768,MI,CDBN_182,277.76663162011
769,MI,CDBN_287,222.786301294519
770,MI,CDBN_289,194.842315049673
771,MI,CDBN_045,167.873023477291
772,MI,CDBN_072,197.816358236214
773,MI,CDBN_134,167.873023477291
774,MI,CDBN_286,597.619116515994
775,MI,CDBN_090,586.795484392807
776,MI,CDBN_246,238.482076464585
777,MI,CDBN_074,198.595844761664
778,MI,CDBN_080,196.615912195769
779,MI,CDBN_081,265.414224362574
780,MI,CDBN_309,442.961825620742
781,MI,CDBN_313,409.010738895978
782,MI,CDBN_315,182.605841157665
783,MI,CDBN_136,192.608454112798
784,MI,CDBN_323,380.211994497602
785,MI,CDBN_180,212.555252781462
786,MI,CDBN_240,188.604120347459
787,MI,CDBN_308,392.042272632359
788,MI,CDBN_319,349.186227433133
789,MI,CDBN_188,625.64539232502
790,MI,CDBN_280,654.535222850851
791,MI,CDBN_025,404.993669138964
792,MI,CDBN_049,381.17051213079
793,MI,CDBN_281,670.004297541565
794,MI,CDBN_112,526.821033026295
795,MI,CDBN_133,250.742349052316
796,MI,CDBN_298,389.016217354751
797,MI,CDBN_110,310.893015377409
798,MI,CDBN_111,228.971685732276
799,MI,CDBN_221,362.874327548512
800,MI,CDBN_099,338.502171220627
801,MI,CDBN_229,371.797466750524
802,MI,CDBN_145,241.272824167893
803,MI,CDBN_103,183.640854022526
804,MI,CDBN_104,202.496834569482
805,MI,CDBN_106,217.03010020844
806,MI,CDBN_107,198.944258524403
