,location,genotype,SW
1582,NE,CDBN_034,183.640854022526
1583,NE,CDBN_192,233.5699842614
1584,NE,CDBN_041,418.443643390812
1585,NE,CDBN_076,158.211687978947
1586,NE,CDBN_077,173.723825904113
1587,NE,CDBN_207,200.616059016205
1588,NE,CDBN_186,381.812213329663
1589,NE,CDBN_006,313.905127637121
1590,NE,CDBN_187,309.831222292104
1591,NE,CDBN_008,275.572848988846
1592,NE,CDBN_147,175.879375508197
1593,NE,CDBN_023,207.214668540722
1594,NE,CDBN_124,174.4588113214
1595,NE,CDBN_073,166.578372910628
1596,NE,CDBN_075,169.251085610313
1597,NE,CDBN_175,208.261207270725
1598,NE,CDBN_003,323.532745674493
1599,NE,CDBN_005,390.691567128027
1600,NE,CDBN_004,317.419810661749
1601,NE,CDBN_279,503.992121595155
1602,NE,CDBN_322,183.418079027756
1603,NE,CDBN_047,209.415008973056
1604,NE,CDBN_001,170.395533221503
1605,NE,CDBN_294,322.612311120654
1606,NE,CDBN_050,135.481753116977
1607,NE,CDBN_297,276.749792212105
1608,NE,CDBN_182,279.99562310842
1609,NE,CDBN_287,195.514185101569
1610,NE,CDBN_289,170.523650163774
1611,NE,CDBN_045,159.94108231158
1612,NE,CDBN_072,179.498579119762
1613,NE,CDBN_134,162.987031777089
1614,NE,CDBN_291,472.000946343017
1615,NE,CDBN_074,181.364617927085
1616,NE,CDBN_080,171.490703000242
1617,NE,CDBN_081,231.543088022277
1618,NE,CDBN_309,372.407971622036
1619,NE,CDBN_313,347.048897808447
1620,NE,CDBN_315,161.535936408704
1621,NE,CDBN_286,529.898258686495
1622,NE,CDBN_090,537.432357151232
1623,NE,CDBN_136,151.652594261331
1624,NE,CDBN_246,158.488088551936
1625,NE,CDBN_323,316.976177103871
1626,NE,CDBN_188,505.677713975072
1627,NE,CDBN_180,144.318456708762
1628,NE,CDBN_240,153.864623282103
1629,NE,CDBN_153,496.815892043417
1630,NE,CDBN_308,271.28762526055
1631,NE,CDBN_319,300.990649924114
1632,NE,CDBN_025,371.797466750524
1633,NE,CDBN_280,502.317729164607
1634,NE,CDBN_049,310.043000297772
1635,NE,CDBN_100,153.864623282103
1636,NE,CDBN_120,345.990014825049
1637,NE,CDBN_276,297.048401726025
1638,NE,CDBN_281,484.090618394493
1639,NE,CDBN_157,456.790442533373
1640,NE,CDBN_133,262.800063404195
1641,NE,CDBN_099,300.791054002414
1642,NE,CDBN_101,313.688042486611
1643,NE,CDBN_102,178.650220336999
1644,NE,CDBN_110,309.619733403167
1645,NE,CDBN_111,202.677796888132
1646,NE,CDBN_282,562.77035910129
1647,NE,CDBN_283,591.385801089491
1648,NE,CDBN_057,588.317651667496
1649,NE,CDBN_112,503.992121595155
1650,NE,CDBN_221,346.783569904923
1651,NE,CDBN_229,308.566605058258
1652,NE,CDBN_145,181.437163774256
1653,NE,CDBN_103,159.715813181563
1654,NE,CDBN_104,156.95256381856
1655,NE,CDBN_106,160.848549445262
1656,NE,CDBN_107,174.4588113214
1657,NE,CDBN_177,328.690514083797
1658,NE,CDBN_108,292.640586732671
1659,NE,CDBN_109,195.514185101569
1660,NE,CDBN_156,553.162084677609
1661,NE,CDBN_194,167.997373865052
1662,NE,CDBN_130,138.290521169402
1663,NE,CDBN_113,185.898733375262
1664,NE,CDBN_132,166.76209905722
1665,NE,CDBN_162,462.849907587388
1666,NE,CDBN_292,458.174655995596
1667,NE,CDBN_258,368.774284552641
1668,NE,CDBN_264,278.790639213121
1669,NE,CDBN_266,273.743132166414
1670,NE,CDBN_169,181.800549098095
1671,NE,CDBN_152,421.554247211662
1672,NE,CDBN_230,268.71585900459
1673,NE,CDBN_231,351.621992247867
1674,NE,CDBN_209,167.872823834104
1675,NE,CDBN_135,309.619365187541
1676,NE,CDBN_222,349.724263685234
1677,NE,CDBN_148,354.646106332876
1678,NE,CDBN_227,290.764339743428
1679,NE,CDBN_149,348.649016141236
1680,NE,CDBN_150,373.634571663713
1681,NE,CDBN_117,321.925031937366
1682,NE,CDBN_118,305.038581035473
1683,NE,CDBN_122,204.320887387274
1684,NE,CDBN_260,377.993641666457
1685,NE,CDBN_202,302.596644429452
1686,NE,CDBN_137,296.465601307025
1687,NE,CDBN_131,179.854230769131
1688,NE,CDBN_151,161.881645253301
1689,ON,CDBN_054,428.0
1690,ON,CDBN_351,192.0
1691,ON,CDBN_171,521.0
1692,ON,CDBN_345,394.0
1693,ON,CDBN_332,375.0
1694,ON,CDBN_067,437.0
1695,ON,CDBN_062,212.0
1696,ON,CDBN_068,292.0
1697,ON,CDBN_172,704.0
1698,ON,CDBN_063,595.0
1699,ON,CDBN_095,394.0
1700,ON,CDBN_342,347.0
1701,ON,CDBN_069,328.0
1702,ON,CDBN_161,564.0
1703,ON,CDBN_059,359.0
1704,ON,CDBN_071,588.0
1705,ON,CDBN_310,214.0
1706,ON,CDBN_060,475.0
1707,ON,CDBN_061,503.0
1708,ON,CDBN_349,211.0
1709,ON,CDBN_185,320.0
1710,ON,CDBN_173,285.0
1711,ON,CDBN_160,636.0
1712,ON,CDBN_070,259.0
1713,ON,CDBN_236,272.0
1714,ON,CDBN_235,319.0
1715,ON,CDBN_218,294.0
1716,ON,CDBN_343,317.0
1717,ON,CDBN_052,567.0
1718,ON,CDBN_064,210.0
1719,ON,CDBN_262,343.0
1720,ON,CDBN_083,300.0
1721,ON,CDBN_143,312.0
1722,ON,CDBN_253,358.0
1723,ON,CDBN_237,354.0
1724,ON,CDBN_058,284.0
1725,ON,CDBN_217,363.0
1726,ON,CDBN_167,521.0
1727,ON,CDBN_261,363.0
1728,ON,CDBN_243,420.0
1729,ON,CDBN_295,194.0
1730,ON,CDBN_066,665.0
1731,ON,CDBN_269,329.0
1732,ON,CDBN_055,408.0
1733,ON,CDBN_195,388.0
1734,ON,CDBN_305,431.0
1735,ON,CDBN_174,380.0
1736,ON,CDBN_214,399.0
1737,ON,CDBN_141,417.0
1738,ON,CDBN_142,394.0
1739,ON,CDBN_255,202.0
1740,ON,CDBN_270,359.0
1741,ON,CDBN_197,203.0
1742,ON,CDBN_210,431.0
1743,ON,CDBN_085,336.0
1744,ON,CDBN_228,204.0
1745,ON,CDBN_184,299.0
1746,ON,CDBN_254,317.0
1747,ON,CDBN_215,175.0
1748,ON,CDBN_168,646.0
1749,ON,CDBN_163,530.0
1750,ON,CDBN_096,368.0
1751,ON,CDBN_056,209.0
1752,ON,CDBN_272,286.0
1753,ON,CDBN_198,316.0
1754,ON,CDBN_200,178.0
1755,ON,CDBN_189,640.0
1756,ON,CDBN_206,359.0
1757,ON,CDBN_211,380.0
1758,ON,CDBN_216,322.0
1759,ON,CDBN_091,489.034090909091
1760,ON,CDBN_244,186.576704545455
1761,ON,CDBN_035,325.454545454545
1762,ON,CDBN_178,205.861931818182
1763,ON,CDBN_139,319.295454545455
1764,ON,CDBN_353,349.735227272727
1765,ON,CDBN_320,232.0
1766,ON,CDBN_252,222.0
1767,ON,CDBN_304,350.0
1768,ON,CDBN_204,213.0
1769,ON,CDBN_212,195.0
1770,ON,CDBN_213,387.0
1771,ON,CDBN_225,432.0
1772,ON,CDBN_092,719.623
1773,ON,CDBN_245,453.213
1774,ON,CDBN_019,580.769
1775,ON,CDBN_020,655.989
1776,ON,CDBN_302,381.12
1777,ON,CDBN_324,391.236
1778,ON,CDBN_224,437.967
1779,ON,CDBN_011,342.363068181818
1780,ON,CDBN_016,538.761363636364
1781,ON,CDBN_089,305.9375
1782,ON,CDBN_123,604.289772727273
1783,ON,CDBN_263,390.597017045455
1784,ON,CDBN_126,468.382954545455
1785,ON,CDBN_127,548.984090909091
1786,ON,CDBN_028,229.715625
1787,ON,CDBN_129,211.740340909091
1788,ON,CDBN_196,239.3890625
1789,ON,CDBN_079,356.311931818182
1790,ON,CDBN_084,389.903835227273
1791,ON,CDBN_010,336.0
1792,ON,CDBN_012,358.0
1793,ON,CDBN_015,367.0
1794,ON,CDBN_277,215.0
1795,ON,CDBN_116,229.0
1796,ON,CDBN_298,336.0
1797,ON,CDBN_299,383.0
1798,ON,CDBN_249,337.0
1799,ON,CDBN_250,331.0
1800,ON,CDBN_251,235.0
1801,ON,CDBN_017,331.0
1802,ON,CDBN_021,453.0
1803,ON,CDBN_026,240.0
1804,ON,CDBN_125,566.0
1805,ON,CDBN_027,486.0
1806,ON,CDBN_164,507.0
1807,ON,CDBN_044,240.0
1808,ON,CDBN_046,343.0
1809,ON,CDBN_285,405.0
1810,ON,CDBN_219,350.0
1811,ON,CDBN_311,343.0
1812,ON,CDBN_053,363.0
1813,ON,CDBN_065,372.0
1814,ON,CDBN_314,322.0
1815,ON,CDBN_317,278.0
1816,ON,CDBN_013,420.0
1817,ON,CDBN_014,450.0
1818,ON,CDBN_051,570.0
1819,ON,CDBN_293,230.0
1820,ON,CDBN_242,380.0
1821,ON,CDBN_239,160.0
1822,ON,CDBN_159,590.0
1823,ON,CDBN_247,400.0
1824,ON,CDBN_278,550.0
1825,ON,CDBN_024,440.0
1826,ON,CDBN_268,220.0
1827,ON,CDBN_036,190.0
1828,ON,CDBN_037,190.0
1829,ON,CDBN_048,390.0
1830,ON,CDBN_271,200.0
1831,ON,CDBN_193,410.0
1832,ON,CDBN_128,350.0
1833,ON,CDBN_303,190.0
1834,ON,CDBN_199,400.0
1835,ON,CDBN_232,210.0
1836,ON,CDBN_203,220.0
1837,ON,CDBN_098,240.0
1838,ON,CDBN_165,550.0
1839,ON,CDBN_307,230.0
1840,ON,CDBN_138,240.0
1841,ON,CDBN_318,350.0
1842,ON,CDBN_300,360.0
1843,ON,CDBN_039,200.0
1844,ON,CDBN_284,690.0
1845,ON,CDBN_238,250.0
1846,ON,CDBN_290,420.0
1847,ON,CDBN_273,220.0
1848,ON,CDBN_274,290.0
1849,ON,CDBN_002,563.46945271508
1850,ON,CDBN_009,216.822614452983
1851,ON,CDBN_154,683.121851559698
1852,ON,CDBN_241,435.728059015984
1853,ON,CDBN_275,412.732401670282
1854,ON,CDBN_259,458.637926628554
1855,ON,CDBN_267,259.789753399565
1856,ON,CDBN_038,217.759438039193
1857,ON,CDBN_040,427.514523502017
1858,ON,CDBN_043,226.79645471782
1859,ON,CDBN_093,721.133401328521
1860,ON,CDBN_179,422.733373192581
1861,ON,CDBN_201,230.836086226789
1862,ON,CDBN_166,661.214153696268
1863,ON,CDBN_086,381.812213329663
1864,ON,CDBN_226,490.370712903394
1865,ON,CDBN_155,331.81631999681
1866,ON,CDBN_296,407.540799133549
1867,ON,CDBN_321,230.836086226789
1868,ON,CDBN_248,222.786301294519
1869,ON,CDBN_301,226.79645471782
1870,ON,CDBN_257,216.822614452983
1871,ON,CDBN_146,204.782351889679
1872,ON,CDBN_265,456.790442533373
1873,ON,CDBN_042,197.816358236214
1874,ON,CDBN_306,431.582216399277
1875,ON,CDBN_312,357.723114696877
1876,ON,CDBN_316,224.773493278315
1877,ON,CDBN_144,435.728059015984
1878,ON,CDBN_170,608.84954286663
1879,ON,CDBN_288,202.85908293186
1880,ON,CDBN_097,209.802455798168
1881,ON,CDBN_030,198.857040524174
1882,ON,CDBN_031,563.46945271508
1883,ON,CDBN_032,432.817661675229
1884,ON,CDBN_033,180.858416840367
1885,ON,CDBN_034,227.821652152506
1886,ON,CDBN_192,260.835485586912
1887,ON,CDBN_041,613.792840914262
1888,ON,CDBN_076,178.861557348438
1889,ON,CDBN_077,235.755150434324
1890,ON,CDBN_207,182.82664628603
1891,ON,CDBN_186,384.726810377981
1892,ON,CDBN_006,384.726810377981
1893,ON,CDBN_187,334.754914712649
1894,ON,CDBN_008,368.774723118406
1895,ON,CDBN_007,483.574530315181
1896,ON,CDBN_147,168.873011703514
1897,ON,CDBN_023,217.759438039193
1898,ON,CDBN_124,198.857040524174
1899,ON,CDBN_073,206.836712008956
1900,ON,CDBN_075,188.839679198851
1901,ON,CDBN_175,208.836514473131
1902,ON,CDBN_001,168.684607450963
1903,ON,CDBN_005,266.349330261679
1904,ON,CDBN_294,363.747321119198
1905,ON,CDBN_050,149.651240328486
1906,ON,CDBN_297,261.135814298008
1907,ON,CDBN_182,324.458447378855
1908,ON,CDBN_287,201.239090255386
1909,ON,CDBN_279,484.607809226111
1910,ON,CDBN_322,177.253970080359
1911,ON,CDBN_289,186.740596721136
1912,ON,CDBN_045,160.67761581142
1913,ON,CDBN_047,167.007698614006
1914,ON,CDBN_072,166.212132442521
1915,ON,CDBN_134,179.925787162094
1916,ON,CDBN_291,585.281173465342
1917,ON,CDBN_003,353.265505790997
1918,ON,CDBN_286,661.214153696268
1919,ON,CDBN_074,184.612498752804
1920,ON,CDBN_080,187.59011970043
1921,ON,CDBN_090,551.816191527542
1922,ON,CDBN_081,251.437311217095
1923,ON,CDBN_309,431.993247081562
1924,ON,CDBN_313,382.133874840472
1925,ON,CDBN_315,177.600982551151
1926,ON,CDBN_136,168.621899418453
1927,ON,CDBN_246,228.510281831557
1928,ON,CDBN_323,363.164859436061
1929,ON,CDBN_188,647.989870622342
1930,ON,CDBN_180,202.587275317392
1931,ON,CDBN_240,173.657316016707
1932,ON,CDBN_153,633.509650049776
1933,ON,CDBN_308,364.331654165172
1934,ON,CDBN_319,305.44977066373
1935,ON,CDBN_025,414.998087315315
1936,ON,CDBN_280,520.772571108656
1937,ON,CDBN_049,390.019698568908
1938,ON,CDBN_100,184.988951645856
1939,ON,CDBN_120,453.139769665974
1940,ON,CDBN_276,329.885752316829
1941,ON,CDBN_281,555.193279602986
1942,ON,CDBN_157,520.175354857385
1943,ON,CDBN_133,335.002148770783
1944,ON,CDBN_112,493.035771125695
1945,ON,CDBN_220,418.830017946112
1946,ON,CDBN_099,334.015397228012
1947,ON,CDBN_101,343.111126653283
1948,ON,CDBN_102,167.997373865052
1949,ON,CDBN_110,313.905127637121
1950,ON,CDBN_111,181.002757157079
1951,ON,CDBN_282,569.125356882861
1952,ON,CDBN_283,501.762067959778
1953,ON,CDBN_057,609.667889026397
1954,ON,CDBN_221,366.095972103018
1955,ON,CDBN_229,343.630991996697
1956,ON,CDBN_145,210.973446249135
1957,ON,CDBN_103,199.820664949621
1958,ON,CDBN_104,193.018259334315
1959,ON,CDBN_106,173.127064670092
1960,ON,CDBN_107,179.997186283984
1961,ON,CDBN_177,391.028370203138
1962,ON,CDBN_108,298.416387786605
1963,ON,CDBN_109,221.264833871044
1964,ON,CDBN_156,657.381028167594
1965,ON,CDBN_194,198.944258524403
1966,ON,CDBN_130,167.377457356325
1967,ON,CDBN_113,238.733110229284
1968,ON,CDBN_132,189.787828215749
1969,ON,CDBN_162,553.162084677609
1970,ON,CDBN_292,553.162084677609
1971,ON,CDBN_169,176.770424565721
1972,ON,CDBN_117,359.0
1973,ON,CDBN_118,339.0
1974,ON,CDBN_122,189.0
1975,ON,CDBN_264,257.0
1976,ON,CDBN_131,167.0
1977,ON,CDBN_227,274.0
1978,ON,CDBN_151,151.0
1979,WA,CDBN_054,427.0
1980,WA,CDBN_351,200.0
1981,WA,CDBN_171,571.0
1982,WA,CDBN_345,391.0
1983,WA,CDBN_332,403.0
1984,WA,CDBN_067,477.0
1985,WA,CDBN_062,245.0
1986,WA,CDBN_068,331.0
1987,WA,CDBN_172,629.0
1988,WA,CDBN_063,578.0
1989,WA,CDBN_095,440.0
1990,WA,CDBN_342,395.0
1991,WA,CDBN_069,379.0
1992,WA,CDBN_161,525.0
1993,WA,CDBN_059,397.0
1994,WA,CDBN_071,545.0
1995,WA,CDBN_310,224.0
1996,WA,CDBN_060,519.0
1997,WA,CDBN_061,546.0
1998,WA,CDBN_349,243.0
1999,WA,CDBN_185,446.0
2000,WA,CDBN_173,391.0
2001,WA,CDBN_160,522.0
2002,WA,CDBN_070,435.0
2003,WA,CDBN_236,387.0
2004,WA,CDBN_235,395.0
2005,WA,CDBN_218,377.0
2006,WA,CDBN_343,465.0
2007,WA,CDBN_052,539.0
2008,WA,CDBN_064,216.0
2009,WA,CDBN_262,389.0
2010,WA,CDBN_083,450.0
2011,WA,CDBN_143,416.0
2012,WA,CDBN_253,372.0
2013,WA,CDBN_237,377.0
2014,WA,CDBN_058,333.0
2015,WA,CDBN_217,477.0
2016,WA,CDBN_167,325.0
2017,WA,CDBN_261,383.0
2018,WA,CDBN_243,440.0
2019,WA,CDBN_295,206.0
2020,WA,CDBN_066,503.0
2021,WA,CDBN_269,373.0
2022,WA,CDBN_055,456.0
2023,WA,CDBN_195,425.0
2024,WA,CDBN_305,453.0
2025,WA,CDBN_174,451.0
2026,WA,CDBN_214,383.0
2027,WA,CDBN_141,478.0
2028,WA,CDBN_142,409.0
2029,WA,CDBN_255,191.0
2030,WA,CDBN_270,407.0
2031,WA,CDBN_197,220.0
2032,WA,CDBN_210,457.0
2033,WA,CDBN_085,368.0
2034,WA,CDBN_228,199.0
2035,WA,CDBN_184,451.0
2036,WA,CDBN_254,406.0
2037,WA,CDBN_215,233.0
2038,WA,CDBN_168,498.0
2039,WA,CDBN_163,558.0
2040,WA,CDBN_096,450.0
2041,WA,CDBN_056,201.0
2042,WA,CDBN_272,414.0
2043,WA,CDBN_198,384.0
2044,WA,CDBN_200,205.0
2045,WA,CDBN_189,548.0
2046,WA,CDBN_206,394.0
2047,WA,CDBN_211,459.0
2048,WA,CDBN_216,362.0
2049,WA,CDBN_091,432.0
2050,WA,CDBN_320,194.0
2051,WA,CDBN_244,221.0
2052,WA,CDBN_252,207.0
2053,WA,CDBN_035,366.0
2054,WA,CDBN_304,365.0
2055,WA,CDBN_204,174.0
2056,WA,CDBN_212,171.0
2057,WA,CDBN_178,206.0
2058,WA,CDBN_213,394.0
2059,WA,CDBN_225,458.0
2060,WA,CDBN_092,593.0
2061,WA,CDBN_181,185.0
2062,WA,CDBN_183,215.0
2063,WA,CDBN_019,391.0
2064,WA,CDBN_020,488.0
2065,WA,CDBN_302,350.0
2066,WA,CDBN_078,466.0
2067,WA,CDBN_165,436.0
2068,WA,CDBN_158,545.0
2069,WA,CDBN_094,475.0
2070,WA,CDBN_082,386.0
2071,WA,CDBN_223,362.0
2072,WA,CDBN_245,410.0
2073,WA,CDBN_324,340.0
2074,WA,CDBN_224,380.0
2075,WA,CDBN_087,530.0
2076,WA,CDBN_275,410.0
2077,WA,CDBN_170,500.0
2078,WA,CDBN_121,250.0
2079,WA,CDBN_026,210.0
2080,WA,CDBN_196,380.0
2081,WA,CDBN_208,340.0
2082,WA,CDBN_234,210.0
2083,WA,CDBN_316,220.0
2084,WA,CDBN_084,410.0
2085,WA,CDBN_011,405.0
2086,WA,CDBN_016,410.0
2087,WA,CDBN_089,345.0
2088,WA,CDBN_123,530.0
2089,WA,CDBN_263,377.5
2090,WA,CDBN_126,457.5
2091,WA,CDBN_127,480.0
2092,WA,CDBN_028,212.5
2093,WA,CDBN_129,212.5
2094,WA,CDBN_079,460.0
2095,WA,CDBN_010,382.5
2096,WA,CDBN_015,382.25
2097,WA,CDBN_277,204.75
2098,WA,CDBN_116,204.0
2099,WA,CDBN_298,372.75
2100,WA,CDBN_299,425.25
2101,WA,CDBN_249,409.5
2102,WA,CDBN_250,391.0
2103,WA,CDBN_251,262.75
2104,WA,CDBN_017,384.25
2105,WA,CDBN_021,354.5
2106,WA,CDBN_125,435.25
2107,WA,CDBN_027,381.75
2108,WA,CDBN_164,473.25
2109,WA,CDBN_044,216.0
2110,WA,CDBN_046,387.5
2111,WA,CDBN_285,423.25
2112,WA,CDBN_219,379.75
2113,WA,CDBN_311,399.25
2114,WA,CDBN_053,404.75
2115,WA,CDBN_065,342.75
2116,WA,CDBN_314,339.25
2117,WA,CDBN_317,304.25
2118,WA,CDBN_012,438.0
2119,WA,CDBN_013,470.0
2120,WA,CDBN_014,440.0
2121,WA,CDBN_051,430.0
2122,WA,CDBN_293,220.0
2123,WA,CDBN_242,430.0
2124,WA,CDBN_239,190.0
2125,WA,CDBN_159,450.0
2126,WA,CDBN_247,400.0
2127,WA,CDBN_278,480.0
2128,WA,CDBN_024,440.0
2129,WA,CDBN_268,220.0
2130,WA,CDBN_036,190.0
2131,WA,CDBN_037,200.0
2132,WA,CDBN_048,410.0
2133,WA,CDBN_271,190.0
2134,WA,CDBN_193,420.0
2135,WA,CDBN_128,350.0
2136,WA,CDBN_303,180.0
2137,WA,CDBN_199,400.0
2138,WA,CDBN_232,190.0
2139,WA,CDBN_203,200.0
2140,WA,CDBN_098,210.0
2141,WA,CDBN_307,230.0
2142,WA,CDBN_138,220.0
2143,WA,CDBN_318,360.0
2144,WA,CDBN_300,320.0
2145,WA,CDBN_039,210.0
2146,WA,CDBN_284,470.0
2147,WA,CDBN_238,220.0
2148,WA,CDBN_290,350.0
2149,WA,CDBN_273,200.0
2150,WA,CDBN_274,270.0
2151,WA,CDBN_002,377.994091196366
2152,WA,CDBN_115,202.677796888132
2153,WA,CDBN_259,507.942787721881
2154,WA,CDBN_166,396.497298457727
2155,WA,CDBN_226,460.968403898008
2156,WA,CDBN_009,164.823004882137
2157,WA,CDBN_154,514.861418201634
2158,WA,CDBN_241,375.490819069238
2159,WA,CDBN_267,223.334765847188
2160,WA,CDBN_038,185.670450035055
2161,WA,CDBN_040,399.289532953908
2162,WA,CDBN_043,194.42473614901
2163,WA,CDBN_093,489.312739412772
2164,WA,CDBN_179,364.331654165172
2165,WA,CDBN_201,188.056761789237
2166,WA,CDBN_086,359.994372567968
2167,WA,CDBN_088,506.242086423705
2168,WA,CDBN_155,325.623050563991
2169,WA,CDBN_296,358.571469909597
2170,WA,CDBN_321,211.268239140959
2171,WA,CDBN_248,229.66729591678
2172,WA,CDBN_301,223.996498486736
2173,WA,CDBN_257,190.105997248801
2174,WA,CDBN_146,187.978826952192
2175,WA,CDBN_265,388.682870124798
2176,WA,CDBN_042,221.805823684909
2177,WA,CDBN_306,360.853547681495
2178,WA,CDBN_312,313.688042486611
2179,WA,CDBN_144,418.830017946112
2180,WA,CDBN_288,204.137222968335
2181,WA,CDBN_097,205.617819327126
2182,WA,CDBN_030,186.586963980107
2183,WA,CDBN_031,505.114598480668
2184,WA,CDBN_032,385.708256322823
2185,WA,CDBN_033,175.267739349165
2186,WA,CDBN_034,201.507289842577
2187,WA,CDBN_192,184.312437803998
2188,WA,CDBN_041,462.849907587388
2189,WA,CDBN_076,169.821381293763
2190,WA,CDBN_077,237.234785269686
2191,WA,CDBN_207,163.045618057383
2192,WA,CDBN_186,414.240099941223
2193,WA,CDBN_006,341.303919816132
2194,WA,CDBN_187,344.675463096991
2195,WA,CDBN_008,348.381650872227
2196,WA,CDBN_007,417.288785129383
2197,WA,CDBN_147,181.655149954201
2198,WA,CDBN_023,226.569884832987
2199,WA,CDBN_124,204.689941081065
2200,WA,CDBN_073,204.321130376414
2201,WA,CDBN_075,213.254776415439
2202,WA,CDBN_175,218.598992499104
2203,WA,CDBN_003,282.96500900539
2204,WA,CDBN_005,381.49109288111
2205,WA,CDBN_004,339.008153539342
2206,WA,CDBN_279,540.635172152133
2207,WA,CDBN_022,475.963178841175
2208,WA,CDBN_322,204.229135270437
2209,WA,CDBN_047,207.120049970612
2210,WA,CDBN_001,187.357666020504
2211,WA,CDBN_294,370.582442349379
2212,WA,CDBN_050,148.86541169532
2213,WA,CDBN_297,316.976177103871
2214,WA,CDBN_182,322.612311120654
2215,WA,CDBN_287,243.998337512447
2216,WA,CDBN_289,174.794955466528
2217,WA,CDBN_045,187.978826952192
2218,WA,CDBN_072,187.900956684192
2219,WA,CDBN_134,174.660342485807
2220,WA,CDBN_291,521.97112708359
2221,WA,CDBN_286,518.391896497874
2222,WA,CDBN_074,181.364617927085
2223,WA,CDBN_080,179.427574934984
2224,WA,CDBN_090,524.384866399584
2225,WA,CDBN_081,265.259011365871
2226,WA,CDBN_309,419.604911596336
2227,WA,CDBN_313,362.294656098754
2228,WA,CDBN_315,176.426646999471
2229,WA,CDBN_136,181.002757157079
2230,WA,CDBN_246,231.189046603282
2231,WA,CDBN_323,351.622410415225
2232,WA,CDBN_188,472.492613995458
2233,WA,CDBN_180,195.767332514303
2234,WA,CDBN_240,199.732676986191
2235,WA,CDBN_153,367.877461018362
2236,WA,CDBN_308,364.039253158619
2237,WA,CDBN_319,353.265505790997
2238,WA,CDBN_025,387.355174582101
2239,WA,CDBN_280,500.102435981962
2240,WA,CDBN_049,396.497298457727
2241,WA,CDBN_100,167.873023477291
2242,WA,CDBN_120,423.918606949196
2243,WA,CDBN_276,342.851783398065
2244,WA,CDBN_281,426.710168801166
2245,WA,CDBN_157,403.552410529929
2246,WA,CDBN_133,316.754825024888
2247,WA,CDBN_112,512.534360944226
2248,WA,CDBN_220,364.624525269807
2249,WA,CDBN_099,320.787064664526
2250,WA,CDBN_101,329.646009764273
2251,WA,CDBN_102,175.811205207612
2252,WA,CDBN_110,316.754825024888
2253,WA,CDBN_111,205.804405370072
2254,WA,CDBN_282,460.5004156707
2255,WA,CDBN_283,467.621556119216
2256,WA,CDBN_057,565.577193810025
2257,WA,CDBN_221,342.59283190003
2258,WA,CDBN_229,328.690514083797
2259,WA,CDBN_145,200.704827183911
2260,WA,CDBN_103,163.751952864852
2261,WA,CDBN_104,191.389413263983
2262,WA,CDBN_106,164.942876158414
2263,WA,CDBN_107,177.879572327702
2264,WA,CDBN_177,404.993669138964
2265,WA,CDBN_108,319.431626363127
2266,WA,CDBN_109,198.075506303773
2267,WA,CDBN_156,408.642260752829
2268,WA,CDBN_194,177.879572327702
2269,WA,CDBN_130,143.997749027187
2270,WA,CDBN_113,223.444782973222
2271,WA,CDBN_132,185.139963034955
2272,WA,CDBN_162,408.642260752829
2273,WA,CDBN_292,431.993247081562
2274,WY,CDBN_054,338.0
2275,WY,CDBN_351,177.0
2276,WY,CDBN_171,518.0
2277,WY,CDBN_345,316.0
2278,WY,CDBN_332,378.0
2279,WY,CDBN_339,501.0
2280,WY,CDBN_067,401.0
2281,WY,CDBN_062,203.0
2282,WY,CDBN_068,262.0
2283,WY,CDBN_172,561.0
2284,WY,CDBN_063,517.0
2285,WY,CDBN_095,348.0
2286,WY,CDBN_342,288.0
2287,WY,CDBN_069,313.0
2288,WY,CDBN_161,455.0
2289,WY,CDBN_059,359.0
2290,WY,CDBN_071,530.0
2291,WY,CDBN_310,185.0
2292,WY,CDBN_060,444.0
2293,WY,CDBN_061,462.0
2294,WY,CDBN_349,201.0
2295,WY,CDBN_185,420.0
2296,WY,CDBN_173,360.0
2297,WY,CDBN_160,630.0
2298,WY,CDBN_070,390.0
2299,WY,CDBN_236,360.0
2300,WY,CDBN_235,390.0
2301,WY,CDBN_218,370.0
2302,WY,CDBN_343,430.0
2303,WY,CDBN_052,510.0
2304,WY,CDBN_064,200.0
2305,WY,CDBN_262,360.0
2306,WY,CDBN_083,350.0
2307,WY,CDBN_143,360.0
2308,WY,CDBN_253,370.0
2309,WY,CDBN_237,360.0
2310,WY,CDBN_058,300.0
2311,WY,CDBN_217,350.0
2312,WY,CDBN_167,480.0
2313,WY,CDBN_261,370.0
2314,WY,CDBN_243,375.0
2315,WY,CDBN_295,198.0
2316,WY,CDBN_066,519.0
2317,WY,CDBN_269,382.0
2318,WY,CDBN_055,328.0
2319,WY,CDBN_195,426.0
2320,WY,CDBN_305,428.0
2321,WY,CDBN_174,399.0
2322,WY,CDBN_214,348.0
2323,WY,CDBN_141,456.0
2324,WY,CDBN_142,416.0
2325,WY,CDBN_255,200.0
2326,WY,CDBN_270,380.0
2327,WY,CDBN_197,210.0
2328,WY,CDBN_210,410.0
2329,WY,CDBN_085,360.0
2330,WY,CDBN_228,200.0
2331,WY,CDBN_184,408.0
2332,WY,CDBN_254,365.0
2333,WY,CDBN_215,198.0
2334,WY,CDBN_168,549.0
2335,WY,CDBN_163,489.0
2336,WY,CDBN_096,418.0
2337,WY,CDBN_056,166.0
2338,WY,CDBN_272,295.0
