"","env","Seq_ID","DM"
"X.SKSA1997..17","SKSA1997","CDBN_284",74
"X.SKSA1997..18","SKSA1997","CDBN_179",80
"X.SKSA1997..19","SKSA1997","CDBN_285",86
"X.SKSA1997..20","SKSA1997","CDBN_324",75
"X.SKSA1997..21","SKSA1997","CDBN_201",83
"X.SKSA1997..22","SKSA1997","CDBN_098",73
"X.SKSA1997..23","SKSA1997","CDBN_166",90
"X.SKSA1997..24","SKSA1997","CDBN_290",76
"X.SKSA1997..25","SKSA1997","CDBN_053",73
"X.SKSA1997..26","SKSA1997","CDBN_065",87
"X.SKSA1997..27","SKSA1997","CDBN_317",72
"X.SKSA1997..28","SKSA1997","CDBN_086",74
"X.SKSA1997..29","SKSA1997","CDBN_226",82
"X.SKSA1997..30","SKSA1997","CDBN_088",87
"X.SKSA1997..31","SKSA1997","CDBN_273",86
"X.WAOT1997.","WAOT1997","CDBN_002",85
"X.WAOT1997..1","WAOT1997","CDBN_009",91
"X.WAOT1997..2","WAOT1997","CDBN_154",85
"X.WAOT1997..3","WAOT1997","CDBN_241",85
"X.WAOT1997..4","WAOT1997","CDBN_298",91
"X.WAOT1997..5","WAOT1997","CDBN_168",87
"X.WAOT1997..6","WAOT1997","CDBN_275",85
"X.WAOT1997..7","WAOT1997","CDBN_171",85
"X.WAOT1997..8","WAOT1997","CDBN_300",88
"X.WAOT1997..9","WAOT1997","CDBN_123",92
"X.WAOT1997..10","WAOT1997","CDBN_259",91
"X.WAOT1997..11","WAOT1997","CDBN_267",91
"X.WAOT1997..12","WAOT1997","CDBN_038",90
"X.WAOT1997..13","WAOT1997","CDBN_039",91
"X.WAOT1997..14","WAOT1997","CDBN_040",85
"X.WAOT1997..15","WAOT1997","CDBN_043",91
"X.WAOT1997..16","WAOT1997","CDBN_093",87
"X.WAOT1997..17","WAOT1997","CDBN_284",85
"X.WAOT1997..18","WAOT1997","CDBN_179",85
"X.WAOT1997..19","WAOT1997","CDBN_285",88
"X.WAOT1997..20","WAOT1997","CDBN_324",87
"X.WAOT1997..21","WAOT1997","CDBN_201",91
"X.WAOT1997..22","WAOT1997","CDBN_098",91
"X.WAOT1997..23","WAOT1997","CDBN_166",90
"X.WAOT1997..24","WAOT1997","CDBN_290",88
"X.WAOT1997..25","WAOT1997","CDBN_053",85
"X.WAOT1997..26","WAOT1997","CDBN_065",88
"X.WAOT1997..27","WAOT1997","CDBN_317",85
"X.WAOT1997..28","WAOT1997","CDBN_086",85
"X.WAOT1997..29","WAOT1997","CDBN_226",90
"X.WAOT1997..30","WAOT1997","CDBN_088",91
"X.WAOT1997..31","WAOT1997","CDBN_273",92
"X.WYTO1997.","WYTO1997","CDBN_002",100
"X.WYTO1997..1","WYTO1997","CDBN_009",100
"X.WYTO1997..2","WYTO1997","CDBN_154",101
"X.WYTO1997..3","WYTO1997","CDBN_241",92
"X.WYTO1997..4","WYTO1997","CDBN_298",91
"X.WYTO1997..5","WYTO1997","CDBN_168",101
"X.WYTO1997..6","WYTO1997","CDBN_275",97
"X.WYTO1997..7","WYTO1997","CDBN_171",99
"X.WYTO1997..8","WYTO1997","CDBN_300",97
"X.WYTO1997..9","WYTO1997","CDBN_123",101
"X.WYTO1997..10","WYTO1997","CDBN_259",90
"X.WYTO1997..11","WYTO1997","CDBN_267",98
"X.WYTO1997..12","WYTO1997","CDBN_038",99
"X.WYTO1997..13","WYTO1997","CDBN_039",97
"X.WYTO1997..14","WYTO1997","CDBN_040",92
"X.WYTO1997..15","WYTO1997","CDBN_043",95
"X.WYTO1997..16","WYTO1997","CDBN_093",97
"X.WYTO1997..17","WYTO1997","CDBN_284",107
"X.WYTO1997..18","WYTO1997","CDBN_179",90
"X.WYTO1997..19","WYTO1997","CDBN_285",103
"X.WYTO1997..20","WYTO1997","CDBN_324",98
"X.WYTO1997..21","WYTO1997","CDBN_201",97
"X.WYTO1997..22","WYTO1997","CDBN_098",102
"X.WYTO1997..23","WYTO1997","CDBN_166",101
"X.WYTO1997..24","WYTO1997","CDBN_290",90
"X.WYTO1997..25","WYTO1997","CDBN_053",90
"X.WYTO1997..26","WYTO1997","CDBN_065",93
"X.WYTO1997..27","WYTO1997","CDBN_317",90
"X.WYTO1997..28","WYTO1997","CDBN_086",89
"X.WYTO1997..29","WYTO1997","CDBN_226",100
"X.WYTO1997..30","WYTO1997","CDBN_088",108
"X.WYTO1997..31","WYTO1997","CDBN_273",93
"X.ABBI1996.","ABBI1996","CDBN_155",104
"X.ABBI1996..1","ABBI1996","CDBN_296",104
"X.ABBI1996..2","ABBI1996","CDBN_321",109
"X.ABBI1996..3","ABBI1996","CDBN_275",107
"X.ABBI1996..4","ABBI1996","CDBN_248",105
"X.ABBI1996..5","ABBI1996","CDBN_171",106
"X.ABBI1996..6","ABBI1996","CDBN_301",108
"X.ABBI1996..7","ABBI1996","CDBN_257",105
"X.ABBI1996..8","ABBI1996","CDBN_146",109
"X.ABBI1996..9","ABBI1996","CDBN_265",103
"X.ABBI1996..10","ABBI1996","CDBN_267",108
"X.ABBI1996..11","ABBI1996","CDBN_038",110
"X.ABBI1996..12","ABBI1996","CDBN_039",110
"X.ABBI1996..13","ABBI1996","CDBN_040",105
"X.ABBI1996..14","ABBI1996","CDBN_042",110
"X.ABBI1996..15","ABBI1996","CDBN_093",114
"X.ABBI1996..16","ABBI1996","CDBN_179",104
"X.ABBI1996..17","ABBI1996","CDBN_238",111
"X.ABBI1996..18","ABBI1996","CDBN_285",114
"X.ABBI1996..19","ABBI1996","CDBN_324",104
"X.ABBI1996..20","ABBI1996","CDBN_201",106
"X.ABBI1996..21","ABBI1996","CDBN_306",106
"X.ABBI1996..22","ABBI1996","CDBN_095",104
"X.ABBI1996..23","ABBI1996","CDBN_166",117
"X.ABBI1996..24","ABBI1996","CDBN_312",102
"X.ABBI1996..25","ABBI1996","CDBN_314",111
"X.ABBI1996..26","ABBI1996","CDBN_316",107
"X.ABBI1996..27","ABBI1996","CDBN_226",106
"X.ABBI1996..28","ABBI1996","CDBN_144",111
"X.ABBI1996..29","ABBI1996","CDBN_273",113
"X.IDKI1996.","IDKI1996","CDBN_155",96
"X.IDKI1996..1","IDKI1996","CDBN_296",94
"X.IDKI1996..2","IDKI1996","CDBN_321",99
"X.IDKI1996..3","IDKI1996","CDBN_275",94
"X.IDKI1996..4","IDKI1996","CDBN_248",96
"X.IDKI1996..5","IDKI1996","CDBN_171",91
"X.IDKI1996..6","IDKI1996","CDBN_301",100
"X.IDKI1996..7","IDKI1996","CDBN_257",92
"X.IDKI1996..8","IDKI1996","CDBN_146",96
"X.IDKI1996..9","IDKI1996","CDBN_265",87
"X.IDKI1996..10","IDKI1996","CDBN_267",95
"X.IDKI1996..11","IDKI1996","CDBN_038",95
"X.IDKI1996..12","IDKI1996","CDBN_039",96
"X.IDKI1996..13","IDKI1996","CDBN_040",87
"X.IDKI1996..14","IDKI1996","CDBN_042",95
"X.IDKI1996..15","IDKI1996","CDBN_093",92
"X.IDKI1996..16","IDKI1996","CDBN_179",92
"X.IDKI1996..17","IDKI1996","CDBN_238",99
"X.IDKI1996..18","IDKI1996","CDBN_285",94
"X.IDKI1996..19","IDKI1996","CDBN_324",88
"X.IDKI1996..20","IDKI1996","CDBN_201",96
"X.IDKI1996..21","IDKI1996","CDBN_306",89
"X.IDKI1996..22","IDKI1996","CDBN_095",84
"X.IDKI1996..23","IDKI1996","CDBN_166",96
"X.IDKI1996..24","IDKI1996","CDBN_312",89
"X.IDKI1996..25","IDKI1996","CDBN_314",94
"X.IDKI1996..26","IDKI1996","CDBN_316",95
"X.IDKI1996..27","IDKI1996","CDBN_226",94
"X.IDKI1996..28","IDKI1996","CDBN_144",97
"X.IDKI1996..29","IDKI1996","CDBN_273",101
"X.IDPA1996.","IDPA1996","CDBN_155",102
"X.IDPA1996..1","IDPA1996","CDBN_296",100
"X.IDPA1996..3","IDPA1996","CDBN_275",101
"X.IDPA1996..4","IDPA1996","CDBN_248",105
"X.IDPA1996..5","IDPA1996","CDBN_171",102
"X.IDPA1996..6","IDPA1996","CDBN_301",108
"X.IDPA1996..7","IDPA1996","CDBN_257",101
"X.IDPA1996..8","IDPA1996","CDBN_146",103
"X.IDPA1996..9","IDPA1996","CDBN_265",100
"X.IDPA1996..10","IDPA1996","CDBN_267",101
"X.IDPA1996..11","IDPA1996","CDBN_038",104
"X.IDPA1996..13","IDPA1996","CDBN_040",100
"X.IDPA1996..14","IDPA1996","CDBN_042",105
"X.IDPA1996..15","IDPA1996","CDBN_093",104
"X.IDPA1996..17","IDPA1996","CDBN_238",106
"X.IDPA1996..18","IDPA1996","CDBN_285",104
"X.IDPA1996..19","IDPA1996","CDBN_324",102
"X.IDPA1996..21","IDPA1996","CDBN_306",102
"X.IDPA1996..22","IDPA1996","CDBN_095",99
"X.IDPA1996..23","IDPA1996","CDBN_166",104
"X.IDPA1996..24","IDPA1996","CDBN_312",101
"X.IDPA1996..25","IDPA1996","CDBN_314",104
"X.IDPA1996..26","IDPA1996","CDBN_316",103
"X.IDPA1996..27","IDPA1996","CDBN_226",101
"X.IDPA1996..28","IDPA1996","CDBN_144",108
"X.MIEN1996.","MIEN1996","CDBN_171",91
"X.MIEN1996..1","MIEN1996","CDBN_093",96
"X.MIEN1996..2","MIEN1996","CDBN_285",97
"X.MIEN1996..3","MIEN1996","CDBN_166",98
"X.MISA1996.","MISA1996","CDBN_155",90
"X.MISA1996..1","MISA1996","CDBN_296",87
"X.MISA1996..2","MISA1996","CDBN_321",93
"X.MISA1996..3","MISA1996","CDBN_275",85
"X.MISA1996..4","MISA1996","CDBN_248",88
"X.MISA1996..5","MISA1996","CDBN_301",100
"X.MISA1996..6","MISA1996","CDBN_257",84
"X.MISA1996..7","MISA1996","CDBN_146",95
"X.MISA1996..8","MISA1996","CDBN_265",84
"X.MISA1996..9","MISA1996","CDBN_267",91
"X.MISA1996..10","MISA1996","CDBN_038",96
"X.MISA1996..11","MISA1996","CDBN_039",97
"X.MISA1996..12","MISA1996","CDBN_040",84
"X.MISA1996..13","MISA1996","CDBN_042",94
"X.MISA1996..14","MISA1996","CDBN_179",84
"X.MISA1996..15","MISA1996","CDBN_238",95
"X.MISA1996..16","MISA1996","CDBN_324",85
"X.MISA1996..17","MISA1996","CDBN_201",89
"X.MISA1996..18","MISA1996","CDBN_306",90
"X.MISA1996..19","MISA1996","CDBN_095",83
"X.MISA1996..20","MISA1996","CDBN_312",90
"X.MISA1996..21","MISA1996","CDBN_314",84
"X.MISA1996..22","MISA1996","CDBN_316",93
"X.MISA1996..23","MISA1996","CDBN_226",93
"X.MISA1996..24","MISA1996","CDBN_144",91
"X.MISA1996..25","MISA1996","CDBN_273",97
"X.MOCO1996.","MOCO1996","CDBN_155",100
"X.MOCO1996..1","MOCO1996","CDBN_296",97
"X.MOCO1996..2","MOCO1996","CDBN_321",100
"X.MOCO1996..3","MOCO1996","CDBN_275",98
"X.MOCO1996..4","MOCO1996","CDBN_248",96
"X.MOCO1996..5","MOCO1996","CDBN_171",94
"X.MOCO1996..6","MOCO1996","CDBN_301",102
"X.MOCO1996..7","MOCO1996","CDBN_257",100
"X.MOCO1996..8","MOCO1996","CDBN_146",102
"X.MOCO1996..9","MOCO1996","CDBN_265",98
"X.MOCO1996..10","MOCO1996","CDBN_267",100
"X.MOCO1996..11","MOCO1996","CDBN_038",101
"X.MOCO1996..12","MOCO1996","CDBN_039",101
"X.MOCO1996..13","MOCO1996","CDBN_040",96
"X.MOCO1996..14","MOCO1996","CDBN_042",102
"X.MOCO1996..15","MOCO1996","CDBN_093",97
"X.MOCO1996..16","MOCO1996","CDBN_179",98
"X.MOCO1996..17","MOCO1996","CDBN_238",100
"X.MOCO1996..18","MOCO1996","CDBN_285",98
"X.MOCO1996..19","MOCO1996","CDBN_324",98
"X.MOCO1996..20","MOCO1996","CDBN_201",99
"X.MOCO1996..21","MOCO1996","CDBN_306",97
"X.MOCO1996..22","MOCO1996","CDBN_095",93
"X.MOCO1996..23","MOCO1996","CDBN_166",98
"X.MOCO1996..24","MOCO1996","CDBN_312",96
"X.MOCO1996..25","MOCO1996","CDBN_314",98
"X.MOCO1996..26","MOCO1996","CDBN_316",94
"X.MOCO1996..27","MOCO1996","CDBN_226",102
"X.MOCO1996..28","MOCO1996","CDBN_144",98
"X.MOCO1996..29","MOCO1996","CDBN_273",100
"X.NDER1996.","NDER1996","CDBN_155",101
"X.NDER1996..1","NDER1996","CDBN_296",99
"X.NDER1996..2","NDER1996","CDBN_321",108
"X.NDER1996..3","NDER1996","CDBN_275",101
"X.NDER1996..4","NDER1996","CDBN_248",104
"X.NDER1996..5","NDER1996","CDBN_171",104
"X.NDER1996..6","NDER1996","CDBN_301",106
"X.NDER1996..7","NDER1996","CDBN_257",105
"X.NDER1996..8","NDER1996","CDBN_146",109
"X.NDER1996..9","NDER1996","CDBN_265",96
"X.NDER1996..10","NDER1996","CDBN_267",99
"X.NDER1996..11","NDER1996","CDBN_038",104
"X.NDER1996..12","NDER1996","CDBN_039",106
"X.NDER1996..13","NDER1996","CDBN_040",99
"X.NDER1996..14","NDER1996","CDBN_042",104
"X.NDER1996..15","NDER1996","CDBN_093",108
"X.NDER1996..16","NDER1996","CDBN_179",99
"X.NDER1996..17","NDER1996","CDBN_238",109
"X.NDER1996..18","NDER1996","CDBN_285",109
"X.NDER1996..19","NDER1996","CDBN_324",109
"X.NDER1996..20","NDER1996","CDBN_201",100
"X.NDER1996..21","NDER1996","CDBN_306",99
"X.NDER1996..22","NDER1996","CDBN_095",97
"X.NDER1996..23","NDER1996","CDBN_166",107
"X.NDER1996..24","NDER1996","CDBN_312",100
"X.NDER1996..25","NDER1996","CDBN_314",109
"X.NDER1996..26","NDER1996","CDBN_316",103
"X.NDER1996..27","NDER1996","CDBN_226",110
"X.NDER1996..28","NDER1996","CDBN_144",100
"X.NDER1996..29","NDER1996","CDBN_273",105
"X.NESB1996.","NESB1996","CDBN_155",91
"X.NESB1996..1","NESB1996","CDBN_296",88
"X.NESB1996..2","NESB1996","CDBN_321",97
"X.NESB1996..4","NESB1996","CDBN_248",101
"X.NESB1996..5","NESB1996","CDBN_171",85
"X.NESB1996..6","NESB1996","CDBN_301",100
"X.NESB1996..7","NESB1996","CDBN_257",89
"X.NESB1996..8","NESB1996","CDBN_146",102
"X.NESB1996..10","NESB1996","CDBN_267",95
"X.NESB1996..11","NESB1996","CDBN_038",97
"X.NESB1996..12","NESB1996","CDBN_039",99
"X.NESB1996..13","NESB1996","CDBN_040",94
"X.NESB1996..14","NESB1996","CDBN_042",97
"X.NESB1996..15","NESB1996","CDBN_093",98
"X.NESB1996..16","NESB1996","CDBN_179",96
"X.NESB1996..17","NESB1996","CDBN_238",98
"X.NESB1996..18","NESB1996","CDBN_285",102
"X.NESB1996..19","NESB1996","CDBN_324",98
"X.NESB1996..20","NESB1996","CDBN_201",94
"X.NESB1996..21","NESB1996","CDBN_306",90
"X.NESB1996..22","NESB1996","CDBN_095",89
"X.NESB1996..23","NESB1996","CDBN_166",103
"X.NESB1996..24","NESB1996","CDBN_312",94
"X.NESB1996..25","NESB1996","CDBN_314",86
"X.NESB1996..26","NESB1996","CDBN_316",90
"X.NESB1996..27","NESB1996","CDBN_226",103
"X.NESB1996..28","NESB1996","CDBN_144",99
"X.NESB1996..29","NESB1996","CDBN_273",105
"X.NYFR1996.","NYFR1996","CDBN_155",99
"X.NYFR1996..1","NYFR1996","CDBN_296",99
"X.NYFR1996..2","NYFR1996","CDBN_321",104
"X.NYFR1996..3","NYFR1996","CDBN_275",92
"X.NYFR1996..4","NYFR1996","CDBN_248",93
"X.NYFR1996..5","NYFR1996","CDBN_171",90
"X.NYFR1996..6","NYFR1996","CDBN_301",103
"X.NYFR1996..7","NYFR1996","CDBN_257",93
"X.NYFR1996..8","NYFR1996","CDBN_146",106
"X.NYFR1996..9","NYFR1996","CDBN_265",99
"X.NYFR1996..10","NYFR1996","CDBN_267",104
"X.NYFR1996..11","NYFR1996","CDBN_038",94
"X.NYFR1996..12","NYFR1996","CDBN_039",97
"X.NYFR1996..13","NYFR1996","CDBN_040",93
"X.NYFR1996..14","NYFR1996","CDBN_042",104
"X.NYFR1996..15","NYFR1996","CDBN_093",97
"X.NYFR1996..16","NYFR1996","CDBN_179",105
"X.NYFR1996..17","NYFR1996","CDBN_238",104
"X.NYFR1996..18","NYFR1996","CDBN_285",97
"X.NYFR1996..19","NYFR1996","CDBN_324",100
"X.NYFR1996..20","NYFR1996","CDBN_201",102
"X.NYFR1996..21","NYFR1996","CDBN_306",104
"X.NYFR1996..22","NYFR1996","CDBN_095",89
"X.NYFR1996..23","NYFR1996","CDBN_166",99
"X.NYFR1996..24","NYFR1996","CDBN_312",100
"X.NYFR1996..25","NYFR1996","CDBN_314",91
"X.NYFR1996..26","NYFR1996","CDBN_316",101
"X.NYFR1996..27","NYFR1996","CDBN_226",106
"X.NYFR1996..28","NYFR1996","CDBN_144",103
"X.NYFR1996..29","NYFR1996","CDBN_273",111
"X.ONEL1996.","ONEL1996","CDBN_155",108
"X.ONEL1996..1","ONEL1996","CDBN_296",103
"X.ONEL1996..2","ONEL1996","CDBN_321",114
"X.ONEL1996..3","ONEL1996","CDBN_275",103
"X.ONEL1996..4","ONEL1996","CDBN_248",105
"X.ONEL1996..5","ONEL1996","CDBN_171",102
"X.ONEL1996..6","ONEL1996","CDBN_301",112
"X.ONEL1996..7","ONEL1996","CDBN_257",107
"X.ONEL1996..8","ONEL1996","CDBN_146",112
"X.ONEL1996..9","ONEL1996","CDBN_265",98
"X.ONEL1996..10","ONEL1996","CDBN_267",109
"X.ONEL1996..11","ONEL1996","CDBN_038",108
"X.ONEL1996..12","ONEL1996","CDBN_039",108
"X.ONEL1996..13","ONEL1996","CDBN_040",103
"X.ONEL1996..14","ONEL1996","CDBN_042",112
"X.ONEL1996..15","ONEL1996","CDBN_093",108
"X.ONEL1996..16","ONEL1996","CDBN_179",105
"X.ONEL1996..17","ONEL1996","CDBN_238",116
"X.ONEL1996..18","ONEL1996","CDBN_285",111
"X.ONEL1996..19","ONEL1996","CDBN_324",105
"X.ONEL1996..20","ONEL1996","CDBN_201",108
"X.ONEL1996..21","ONEL1996","CDBN_306",101
"X.ONEL1996..22","ONEL1996","CDBN_095",90
"X.ONEL1996..23","ONEL1996","CDBN_166",110
"X.ONEL1996..24","ONEL1996","CDBN_312",103
"X.ONEL1996..25","ONEL1996","CDBN_314",99
"X.ONEL1996..26","ONEL1996","CDBN_316",107
"X.ONEL1996..27","ONEL1996","CDBN_226",112
"X.ONEL1996..28","ONEL1996","CDBN_144",114
"X.ONEL1996..29","ONEL1996","CDBN_273",113
"X.SKSA1996.","SKSA1996","CDBN_155",95
"X.SKSA1996..1","SKSA1996","CDBN_296",95
"X.SKSA1996..2","SKSA1996","CDBN_321",97
"X.SKSA1996..3","SKSA1996","CDBN_275",96
"X.SKSA1996..4","SKSA1996","CDBN_248",90
"X.SKSA1996..5","SKSA1996","CDBN_171",96
"X.SKSA1996..6","SKSA1996","CDBN_301",98
"X.SKSA1996..7","SKSA1996","CDBN_257",92
"X.SKSA1996..8","SKSA1996","CDBN_146",96
"X.SKSA1996..9","SKSA1996","CDBN_265",94
"X.SKSA1996..10","SKSA1996","CDBN_267",99
"X.SKSA1996..11","SKSA1996","CDBN_038",97
"X.SKSA1996..12","SKSA1996","CDBN_039",96
"X.SKSA1996..13","SKSA1996","CDBN_040",96
"X.SKSA1996..14","SKSA1996","CDBN_042",98
"X.SKSA1996..15","SKSA1996","CDBN_093",98
"X.SKSA1996..16","SKSA1996","CDBN_179",94
"X.SKSA1996..17","SKSA1996","CDBN_238",98
"X.SKSA1996..18","SKSA1996","CDBN_285",99
"X.SKSA1996..19","SKSA1996","CDBN_324",93
"X.SKSA1996..20","SKSA1996","CDBN_201",96
"X.SKSA1996..21","SKSA1996","CDBN_306",95
"X.SKSA1996..22","SKSA1996","CDBN_095",92
"X.SKSA1996..23","SKSA1996","CDBN_166",99
"X.SKSA1996..24","SKSA1996","CDBN_312",92
"X.SKSA1996..25","SKSA1996","CDBN_314",100
"X.SKSA1996..26","SKSA1996","CDBN_316",94
"X.SKSA1996..27","SKSA1996","CDBN_226",96
"X.SKSA1996..28","SKSA1996","CDBN_144",98
"X.SKSA1996..29","SKSA1996","CDBN_273",99
"X.WAOT1996.","WAOT1996","CDBN_155",94
"X.WAOT1996..1","WAOT1996","CDBN_296",94
"X.WAOT1996..2","WAOT1996","CDBN_321",105
"X.WAOT1996..3","WAOT1996","CDBN_275",93
"X.WAOT1996..4","WAOT1996","CDBN_248",98
"X.WAOT1996..5","WAOT1996","CDBN_171",92
"X.WAOT1996..6","WAOT1996","CDBN_301",105
"X.WAOT1996..7","WAOT1996","CDBN_257",92
"X.WAOT1996..8","WAOT1996","CDBN_146",103
"X.WAOT1996..9","WAOT1996","CDBN_265",92
"X.WAOT1996..10","WAOT1996","CDBN_267",100
"X.WAOT1996..11","WAOT1996","CDBN_038",100
"X.WAOT1996..12","WAOT1996","CDBN_039",100
"X.WAOT1996..13","WAOT1996","CDBN_040",96
"X.WAOT1996..14","WAOT1996","CDBN_042",93
"X.WAOT1996..15","WAOT1996","CDBN_093",92
"X.WAOT1996..16","WAOT1996","CDBN_179",98
"X.WAOT1996..17","WAOT1996","CDBN_238",105
"X.WAOT1996..18","WAOT1996","CDBN_285",92
"X.WAOT1996..19","WAOT1996","CDBN_324",94
"X.WAOT1996..20","WAOT1996","CDBN_201",103
"X.WAOT1996..21","WAOT1996","CDBN_306",94
"X.WAOT1996..22","WAOT1996","CDBN_095",92
"X.WAOT1996..23","WAOT1996","CDBN_166",96
"X.WAOT1996..24","WAOT1996","CDBN_312",100
"X.WAOT1996..25","WAOT1996","CDBN_314",101
"X.WAOT1996..26","WAOT1996","CDBN_316",105
"X.WAOT1996..27","WAOT1996","CDBN_226",92
"X.WAOT1996..28","WAOT1996","CDBN_144",97
"X.WAOT1996..29","WAOT1996","CDBN_273",104
"X.WYPO1996.","WYPO1996","CDBN_155",102
"X.WYPO1996..1","WYPO1996","CDBN_296",97
"X.WYPO1996..2","WYPO1996","CDBN_321",105
"X.WYPO1996..3","WYPO1996","CDBN_275",105
"X.WYPO1996..4","WYPO1996","CDBN_248",105
"X.WYPO1996..5","WYPO1996","CDBN_171",100
"X.WYPO1996..6","WYPO1996","CDBN_301",111
"X.WYPO1996..7","WYPO1996","CDBN_257",99
"X.WYPO1996..8","WYPO1996","CDBN_146",105
"X.WYPO1996..9","WYPO1996","CDBN_265",90
"X.WYPO1996..10","WYPO1996","CDBN_267",107
"X.WYPO1996..11","WYPO1996","CDBN_038",105
"X.WYPO1996..12","WYPO1996","CDBN_039",105
"X.WYPO1996..13","WYPO1996","CDBN_040",91
"X.WYPO1996..14","WYPO1996","CDBN_042",102
"X.WYPO1996..15","WYPO1996","CDBN_093",105
"X.WYPO1996..16","WYPO1996","CDBN_179",97
"X.WYPO1996..17","WYPO1996","CDBN_238",105
"X.WYPO1996..18","WYPO1996","CDBN_285",107
"X.WYPO1996..19","WYPO1996","CDBN_324",99
"X.WYPO1996..20","WYPO1996","CDBN_201",105
"X.WYPO1996..21","WYPO1996","CDBN_306",94
"X.WYPO1996..22","WYPO1996","CDBN_095",90
"X.WYPO1996..23","WYPO1996","CDBN_166",107
"X.WYPO1996..24","WYPO1996","CDBN_312",91
"X.WYPO1996..25","WYPO1996","CDBN_314",100
"X.WYPO1996..26","WYPO1996","CDBN_316",102
"X.WYPO1996..27","WYPO1996","CDBN_226",100
"X.WYPO1996..28","WYPO1996","CDBN_144",105
"X.WYPO1996..29","WYPO1996","CDBN_273",105
"X.WYTO1996.","WYTO1996","CDBN_155",92
"X.WYTO1996..1","WYTO1996","CDBN_296",90
"X.WYTO1996..2","WYTO1996","CDBN_321",97
"X.WYTO1996..3","WYTO1996","CDBN_275",87
"X.WYTO1996..4","WYTO1996","CDBN_248",99
"X.WYTO1996..5","WYTO1996","CDBN_171",87
"X.WYTO1996..6","WYTO1996","CDBN_301",94
"X.WYTO1996..7","WYTO1996","CDBN_257",97
"X.WYTO1996..8","WYTO1996","CDBN_146",97
"X.WYTO1996..9","WYTO1996","CDBN_265",90
"X.WYTO1996..10","WYTO1996","CDBN_267",94
"X.WYTO1996..11","WYTO1996","CDBN_038",99
"X.WYTO1996..12","WYTO1996","CDBN_039",99
"X.WYTO1996..13","WYTO1996","CDBN_040",90
"X.WYTO1996..14","WYTO1996","CDBN_042",94
"X.WYTO1996..15","WYTO1996","CDBN_093",90
"X.WYTO1996..16","WYTO1996","CDBN_179",87
"X.WYTO1996..17","WYTO1996","CDBN_238",97
"X.WYTO1996..18","WYTO1996","CDBN_285",87
"X.WYTO1996..19","WYTO1996","CDBN_324",95
"X.WYTO1996..20","WYTO1996","CDBN_201",99
"X.WYTO1996..21","WYTO1996","CDBN_306",87
"X.WYTO1996..22","WYTO1996","CDBN_095",85
"X.WYTO1996..23","WYTO1996","CDBN_166",92
"X.WYTO1996..24","WYTO1996","CDBN_312",97
"X.WYTO1996..25","WYTO1996","CDBN_314",88
"X.WYTO1996..26","WYTO1996","CDBN_316",97
"X.WYTO1996..27","WYTO1996","CDBN_226",92
"X.WYTO1996..28","WYTO1996","CDBN_144",90
"X.WYTO1996..29","WYTO1996","CDBN_273",92
"X.ABBI1995.","ABBI1995","CDBN_155",111
"X.ABBI1995..1","ABBI1995","CDBN_296",107
"X.ABBI1995..2","ABBI1995","CDBN_275",108
"X.ABBI1995..3","ABBI1995","CDBN_171",110
"X.ABBI1995..4","ABBI1995","CDBN_170",115
"X.ABBI1995..5","ABBI1995","CDBN_300",115
"X.ABBI1995..6","ABBI1995","CDBN_288",108
"X.ABBI1995..7","ABBI1995","CDBN_146",112
"X.ABBI1995..8","ABBI1995","CDBN_097",115
"X.ABBI1995..9","ABBI1995","CDBN_265",105
"X.ABBI1995..10","ABBI1995","CDBN_030",115
"X.ABBI1995..11","ABBI1995","CDBN_031",113
"X.ABBI1995..12","ABBI1995","CDBN_032",115
"X.ABBI1995..13","ABBI1995","CDBN_033",115
"X.ABBI1995..14","ABBI1995","CDBN_034",107
"X.ABBI1995..15","ABBI1995","CDBN_192",111
"X.ABBI1995..16","ABBI1995","CDBN_038",109
"X.ABBI1995..17","ABBI1995","CDBN_040",112
"X.ABBI1995..18","ABBI1995","CDBN_041",107
"X.ABBI1995..19","ABBI1995","CDBN_043",112
"X.ABBI1995..20","ABBI1995","CDBN_093",110
"X.ABBI1995..21","ABBI1995","CDBN_076",107
"X.ABBI1995..22","ABBI1995","CDBN_077",115
"X.ABBI1995..23","ABBI1995","CDBN_196",98
"X.ABBI1995..24","ABBI1995","CDBN_179",110
"X.ABBI1995..25","ABBI1995","CDBN_238",115
"X.ABBI1995..26","ABBI1995","CDBN_285",111
"X.ABBI1995..27","ABBI1995","CDBN_324",101
"X.ABBI1995..28","ABBI1995","CDBN_306",115
"X.ABBI1995..29","ABBI1995","CDBN_095",97
"X.ABBI1995..30","ABBI1995","CDBN_207",115
"X.ABBI1995..31","ABBI1995","CDBN_312",108
"X.ABBI1995..32","ABBI1995","CDBN_314",115
"X.ABBI1995..33","ABBI1995","CDBN_316",111
"X.ABBI1995..34","ABBI1995","CDBN_273",113
"X.ABVA1995.","ABVA1995","CDBN_155",107
"X.ABVA1995..1","ABVA1995","CDBN_296",102
"X.ABVA1995..2","ABVA1995","CDBN_275",107
"X.ABVA1995..3","ABVA1995","CDBN_171",101
"X.ABVA1995..4","ABVA1995","CDBN_170",116
"X.ABVA1995..5","ABVA1995","CDBN_300",105
"X.ABVA1995..6","ABVA1995","CDBN_288",111
"X.ABVA1995..7","ABVA1995","CDBN_146",114
"X.ABVA1995..8","ABVA1995","CDBN_097",109
